Unnamed: 0.1,Unnamed: 0,Latitude,Longitude,Sample Date,atran,green,drad,blue,emis,atmos_opacity,emsd,nir08,swir16,swir22,lwir,red,urad,trad,cdist
302,302.0,-30.336111,27.359444,06-02-2014,6935.0,10289.5,1086.0,8996.0,9904.0,,20.5,14150.0,7707.0,7531.0,,11769.0,2228.0,8772.0,1873.5
303,303.0,-30.830556,26.921389,07-02-2014,6552.0,15825.5,1254.0,12787.0,9708.0,,59.0,22825.5,23918.5,20096.5,,17106.5,2633.0,8302.0,
304,304.0,-27.671111,27.236944,07-02-2014,6491.0,10689.0,1194.0,9710.0,9737.0,19.0,92.0,13722.5,12026.5,10646.0,43048.0,10852.5,2517.0,8278.5,7.0
305,305.0,-29.658056,25.973333,07-02-2014,7130.5,10327.0,1039.0,8971.0,9702.0,,69.0,15542.0,15324.0,13380.0,,10627.5,2092.5,10185.5,3016.5
306,306.0,-30.679722,26.7125,07-02-2014,7056.0,9053.0,1077.0,8170.0,9904.0,,99.0,11508.0,7644.5,7529.0,,9873.5,2207.0,8886.0,2719.5
307,307.0,-29.641944,30.6875,08-02-2014,6000.5,9109.5,1493.5,8132.0,-9999.0,103.0,-9999.0,17660.5,12814.5,9464.0,,8711.0,3318.0,9450.0,2012.0
308,308.0,-26.648056,27.089444,10-02-2014,9204.0,9210.5,309.0,8148.5,9843.5,9.0,74.0,16764.0,13507.5,10269.0,43614.0,8831.0,548.0,8818.0,296.5
309,309.0,-26.98472222,26.63227778,10-02-2014,6714.0,9704.5,1145.0,8846.5,9703.0,19.0,77.0,16677.5,13558.5,11095.5,47151.0,9551.5,2396.0,9469.0,271.0
310,310.0,-31.396,29.2651,10-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
311,311.0,-31.554722,29.245556,10-02-2014,5258.5,9235.0,1699.0,8314.0,9854.0,214.0,93.0,19668.5,13761.0,9759.0,46039.0,8644.5,3968.0,9302.0,90.5
312,312.0,-27.01011111,26.69808333,11-02-2014,6600.0,9847.0,1169.0,9042.0,9723.0,11.0,67.0,13060.0,10280.0,8918.5,45103.0,9774.5,2456.0,8781.0,592.0
313,313.0,-25.127778,27.628889,11-02-2014,6145.0,11903.5,1395.5,9756.0,9758.5,,42.0,18585.0,17652.0,15007.5,,11675.0,2979.5,8236.5,
314,314.0,-25.20639,27.558,11-02-2014,6150.5,10636.0,1394.0,8718.0,9644.0,,54.0,17068.0,14295.0,11783.0,,10639.5,2975.5,7827.0,
315,315.0,-24.69514,27.40906,11-02-2014,6379.0,10581.5,1345.0,8962.5,9597.0,,117.5,16754.5,13605.0,11000.5,,10323.5,2847.0,8521.5,4.0
316,316.0,-26.970278,27.211111,11-02-2014,6785.5,10278.0,1128.0,9285.0,9876.0,9.0,128.0,9773.5,8053.5,7700.0,44329.0,10570.0,2359.5,8706.0,1269.5
317,317.0,-26.880278,26.965,11-02-2014,-1631.5,4557.5,-4429.0,4267.5,-106.5,-4993.5,-4940.5,7978.5,6306.0,5019.5,23173.0,4477.0,-3804.5,-348.5,-4179.5
318,318.0,-27.802778,28.768333,11-02-2014,7283.5,10129.0,964.5,9212.0,-9999.0,60.0,-9999.0,13546.5,12232.5,10064.5,,10339.0,1955.0,8985.5,1383.0
319,319.0,-26.98472222,26.63227778,11-02-2014,6714.0,9704.5,1145.0,8846.5,9703.0,19.0,77.0,16677.5,13558.5,11095.5,47151.0,9551.5,2396.0,9469.0,271.0
320,320.0,-27.935,26.126667,11-02-2014,6108.5,10137.5,1283.5,9227.0,9623.0,65.0,77.5,14183.0,13169.5,11233.5,44562.5,10369.0,2736.5,8409.0,159.0
321,321.0,-28.116667,26.725278,11-02-2014,6179.5,10491.0,1268.0,9821.0,9795.0,40.5,39.0,15290.5,12995.0,10938.0,41795.5,10586.0,2692.5,7739.0,17.0
322,322.0,-27.044444,27.005,11-02-2014,6638.0,4663.5,1164.0,4180.5,-93.0,-4994.5,-4961.0,8180.5,7141.0,5496.0,23357.0,4541.5,2445.0,9394.5,-3992.0
323,323.0,-29.160278,26.573333,11-02-2014,6954.5,9907.0,1084.0,8616.5,9675.0,,88.0,16339.5,14010.5,11527.0,,10106.5,2207.0,10217.5,1602.0
324,324.0,-28.883333,27.89,11-02-2014,7216.0,9293.0,976.0,8281.5,9602.0,,,16066.5,12698.0,9977.0,,9330.0,1980.0,9059.5,260.0
325,325.0,-30.568333,29.422778,11-02-2014,7869.5,9321.5,840.5,8423.5,9753.0,115.0,45.0,17664.0,12896.0,9703.5,44868.0,8907.0,1683.0,9153.0,75.5
326,326.0,-30.570833,29.150556,11-02-2014,7848.0,10005.0,830.0,8802.5,9674.0,43.0,51.5,15123.0,13344.5,10916.0,46041.5,10019.0,1666.0,9469.0,2633.0
327,327.0,-31.104278,29.399722,11-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
328,328.0,-28.338333,31.373611,11-02-2014,6978.0,11169.5,1153.0,9365.0,-59.5,8.0,-4999.5,11452.0,9134.5,8521.0,22341.0,11818.0,2434.0,9227.0,647.0
329,329.0,-28.068333,31.55,11-02-2014,6670.0,9365.0,1271.5,8342.0,9784.5,12.0,,16378.0,14253.5,11161.5,45959.5,9298.0,2728.0,9450.0,2086.0
330,330.0,-29.161667,23.696389,12-02-2014,7403.0,10417.0,1006.0,9090.0,9876.0,79.5,90.0,8567.5,7840.5,7751.0,43905.0,10173.0,2037.0,8818.0,239.0
331,331.0,-24.39619444,27.08983333,12-02-2014,6509.0,9701.0,1312.0,8348.0,9629.5,,201.0,14681.0,12446.5,10292.5,,9490.0,2773.0,9126.0,589.5
332,332.0,-23.658056,31.05,12-02-2014,5739.5,9088.0,1548.0,7766.0,9652.5,,,16290.5,12740.5,9971.5,,8739.5,3398.0,9204.5,3478.5
333,333.0,-23.281,30.54305556,12-02-2014,5834.0,9709.5,1496.0,8498.0,9566.0,,46.0,12993.0,12173.5,10359.5,,9781.0,3273.0,9266.0,4033.5
334,334.0,-24.058889,31.237222,12-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
335,335.0,-28.75,30.442778,12-02-2014,6405.0,11145.0,1358.0,9842.0,9685.0,10.0,88.0,15890.0,14587.5,12556.5,47069.0,11667.5,2921.0,9636.0,1824.0
336,336.0,-29.161667,30.629722,12-02-2014,7104.5,9371.0,1087.5,8414.5,9812.0,107.0,71.0,16203.5,13537.5,10303.5,45987.5,9077.5,2272.5,9431.5,1197.5
337,337.0,-26.45,28.085833,12-02-2014,6659.0,9830.0,1153.0,8975.0,9671.5,133.5,89.5,17783.0,13426.5,10049.5,45815.0,9588.5,2392.0,8967.0,428.0
338,338.0,-27.044444,27.005,12-02-2014,6638.0,4663.5,1164.0,4180.5,-93.0,-4994.5,-4961.0,8180.5,7141.0,5496.0,23357.0,4541.5,2445.0,9394.5,-3992.0
339,339.0,-29.615556,27.065278,12-02-2014,7079.0,9788.0,1039.0,8324.0,9649.0,,71.0,17277.0,10159.0,8715.0,,9989.5,2121.0,9035.0,1783.5
340,340.0,-31.031389,28.883333,12-02-2014,6142.0,10736.0,1370.0,9368.0,9711.0,10.0,40.0,13455.0,10135.0,8905.0,45903.5,11727.5,2963.0,9059.5,113.0
341,341.0,-30.86013889,29.07125,12-02-2014,6468.0,10395.5,1330.0,9219.0,9836.0,19.0,31.5,13173.0,11630.5,9847.0,47212.5,10809.0,2902.0,9785.0,4793.0
342,342.0,-30.570833,29.150556,12-02-2014,7848.0,10005.0,830.0,8802.5,9674.0,43.0,51.5,15123.0,13344.5,10916.0,46041.5,10019.0,1666.0,9469.0,2633.0
343,343.0,-30.77586667,29.03221667,12-02-2014,6673.5,10112.0,1260.5,8973.0,9662.0,14.0,44.0,16772.0,15047.5,11689.5,47393.0,10164.0,2718.5,9803.5,4492.5
344,344.0,-32.94583,18.33667,12-02-2014,7556.0,9504.0,941.0,8749.0,9618.5,20.0,66.0,16032.0,11836.0,9418.0,45875.0,9571.5,1942.0,9394.5,2249.0
345,345.0,-28.44555556,32.325,09-04-2014,5429.0,9620.5,1647.0,8350.0,9844.5,,,20760.0,13106.0,9973.0,,9295.5,3711.0,9324.0,1063.0
346,346.0,-27.4275,28.525833,13-02-2014,7637.5,8765.5,892.5,7916.5,-9999.0,,-9999.0,17175.5,12202.0,9768.0,,8319.5,1795.5,9274.0,585.0
347,347.0,-34.031944,22.053333,13-02-2014,6242.0,11337.0,1327.0,9190.0,9625.0,,81.0,16017.0,14463.0,12766.0,,11429.0,2898.0,8522.0,
348,348.0,-34.329722,18.990278,13-02-2014,7395.0,9455.0,998.0,8650.0,9612.0,14.0,60.0,13788.5,13562.0,11494.0,45721.0,9873.5,2085.0,9320.5,172.5
349,349.0,-33.13083,18.86278,13-02-2014,7850.0,11673.5,852.0,9999.5,9743.5,8.0,85.0,16536.5,17837.0,15462.0,46828.5,13194.5,1722.0,9841.0,1595.0
350,350.0,-33.897778,20.012778,13-02-2014,7411.0,12840.0,983.0,12274.0,9687.0,19.0,42.0,18072.0,16611.0,13987.0,42745.0,12927.0,2040.0,8334.0,
351,351.0,-24.679167,30.8025,14-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
352,352.0,-27.935,26.126667,14-02-2014,6108.5,10137.5,1283.5,9227.0,9623.0,65.0,77.5,14183.0,13169.5,11233.5,44562.5,10369.0,2736.5,8409.0,159.0
353,353.0,-34.039722,22.133333,14-02-2014,6032.0,9806.5,1437.0,8544.5,9739.0,99.5,80.0,20184.0,14565.0,10805.0,45640.0,9265.5,3209.0,9153.0,225.5
354,354.0,-34.02861,22.22222,14-02-2014,6032.0,8779.5,1436.0,8093.0,9608.0,133.0,105.5,17112.5,11785.0,9513.5,45149.5,8546.0,3208.0,8948.5,344.5
355,355.0,-25.99136,27.84208,17-02-2014,6406.0,9682.0,1242.0,8955.0,9676.0,260.0,39.0,16543.5,14211.5,11122.5,45991.5,9565.5,2618.0,8985.5,123.5
356,356.0,-28.735556,29.820556,17-02-2014,6797.0,9283.5,1202.0,8473.0,9673.0,131.5,76.0,17716.0,12520.0,9393.0,44629.0,8866.5,2537.0,8873.5,130.5
357,357.0,-26.648056,27.089444,17-02-2014,9204.0,9210.5,309.0,8148.5,9843.5,9.0,74.0,16764.0,13507.5,10269.0,43614.0,8831.0,548.0,8818.0,296.5
358,358.0,-27.935,26.126667,17-02-2014,6108.5,10137.5,1283.5,9227.0,9623.0,65.0,77.5,14183.0,13169.5,11233.5,44562.5,10369.0,2736.5,8409.0,159.0
359,359.0,-28.1175,26.719444,17-02-2014,6174.0,10596.5,1270.0,9947.0,9771.5,39.0,54.0,13780.0,11939.0,10544.0,42015.5,10618.0,2697.0,7776.0,34.5
360,360.0,-28.116667,26.725278,17-02-2014,6179.5,10491.0,1268.0,9821.0,9795.0,40.5,39.0,15290.5,12995.0,10938.0,41795.5,10586.0,2692.5,7739.0,17.0
361,361.0,-29.042222,24.6,17-02-2014,6675.0,9362.0,1194.0,7985.5,9796.0,,105.0,11061.0,9086.0,8185.5,,8775.0,2466.0,9307.0,1009.0
362,362.0,-29.033333,23.983333,17-02-2014,6660.0,9762.0,1205.0,8374.0,9692.0,,73.0,16680.0,13983.0,11289.0,,9828.0,2480.0,9376.0,445.5
363,363.0,-33.818056,19.694722,17-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
364,364.0,-33.08883333,19.21878333,17-02-2014,8509.5,10191.0,582.5,9075.0,9641.0,9.0,51.0,13993.0,15448.0,12855.5,46060.5,10539.0,1120.5,9580.5,139.0
365,365.0,-27.01011111,26.69808333,18-02-2014,6600.0,9847.0,1169.0,9042.0,9723.0,11.0,67.0,13060.0,10280.0,8918.5,45103.0,9774.5,2456.0,8781.0,592.0
366,366.0,-27.602222,29.942778,18-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
367,367.0,-26.970278,27.211111,18-02-2014,6785.5,10278.0,1128.0,9285.0,9876.0,9.0,128.0,9773.5,8053.5,7700.0,44329.0,10570.0,2359.5,8706.0,1269.5
368,368.0,-26.880278,26.965,18-02-2014,-1631.5,4557.5,-4429.0,4267.5,-106.5,-4993.5,-4940.5,7978.5,6306.0,5019.5,23173.0,4477.0,-3804.5,-348.5,-4179.5
369,369.0,-26.98472222,26.63227778,18-02-2014,6714.0,9704.5,1145.0,8846.5,9703.0,19.0,77.0,16677.5,13558.5,11095.5,47151.0,9551.5,2396.0,9469.0,271.0
370,370.0,-29.160278,26.573333,18-02-2014,6954.5,9907.0,1084.0,8616.5,9675.0,,88.0,16339.5,14010.5,11527.0,,10106.5,2207.0,10217.5,1602.0
371,371.0,-29.028629,24.638389,18-02-2014,6664.0,9840.0,1198.0,8486.0,9659.0,,61.0,16396.0,13239.0,11238.5,,9777.5,2474.0,9931.5,924.5
372,372.0,-34.075556,20.145556,18-02-2014,8927.5,9805.0,397.0,9051.0,9603.0,10.0,59.0,15637.0,15039.0,11724.5,40531.5,10335.5,742.5,7441.0,175.0
373,373.0,-32.595833,19.009444,18-02-2014,7803.5,9888.0,849.5,8981.0,9705.0,9.0,56.0,15803.0,13882.0,11025.0,46357.5,10105.0,1716.0,9674.0,951.5
374,374.0,-25.45963889,28.26430556,18-02-2014,5896.0,10221.0,1420.0,9345.5,9636.0,237.0,176.0,17907.5,14413.5,11399.0,47527.5,10131.5,3064.0,9264.0,601.0
375,375.0,-27.495556,26.074722,18-02-2014,6405.0,10391.0,1209.0,9281.0,9688.0,13.0,81.0,15511.5,18170.0,14628.0,48801.0,10898.5,2549.0,9822.0,3474.5
376,376.0,-29.161667,23.696389,19-02-2014,6601.0,10183.5,1230.0,8646.0,9904.0,,90.0,7852.5,7599.0,7556.0,,9603.5,2533.0,9208.5,2419.5
377,377.0,-25.81048333,27.90955222,19-02-2014,6176.0,9817.5,1330.0,9074.0,9608.0,273.0,106.0,16273.5,13628.0,10516.0,45774.0,9766.5,2828.0,8911.0,159.0
378,378.0,-26.905,32.324722,19-02-2014,6591.0,8825.5,1343.0,7930.0,9870.5,,,20278.0,12202.5,9138.0,,8046.0,2913.0,9528.5,191.5
379,379.0,-29.744167,29.905833,19-02-2014,7146.5,9607.0,1109.5,8637.0,9735.0,85.5,69.0,14988.0,13484.0,10759.0,45265.0,9515.0,2317.5,9227.0,1303.0
380,380.0,-27.169444,29.233889,19-02-2014,7413.0,9775.5,935.0,8694.0,9840.5,125.0,,16779.0,15577.0,11975.5,46091.5,9710.5,1892.0,9413.0,1691.5
381,381.0,-27.00222,28.76528,19-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
382,382.0,-26.73806,27.59194,19-02-2014,9219.0,10740.0,303.0,9648.0,9876.0,8.0,33.0,10873.0,8215.0,8015.0,42629.0,11240.0,536.0,8446.0,309.5
383,383.0,-26.45,28.085833,19-02-2014,6659.0,9830.0,1153.0,8975.0,9671.5,133.5,89.5,17783.0,13426.5,10049.5,45815.0,9588.5,2392.0,8967.0,428.0
384,384.0,-29.033333,23.983333,19-02-2014,6660.0,9762.0,1205.0,8374.0,9692.0,,73.0,16680.0,13983.0,11289.0,,9828.0,2480.0,9376.0,445.5
385,385.0,-28.69485,28.23487,19-02-2014,7296.0,8997.0,945.0,8079.5,9842.0,,,15446.5,12318.0,10039.5,,8885.5,1908.0,9223.5,80.0
386,386.0,-28.883333,27.89,19-02-2014,7216.0,9293.0,976.0,8281.5,9602.0,,,16066.5,12698.0,9977.0,,9330.0,1980.0,9059.5,260.0
387,387.0,-33.7075,18.97444444,19-02-2014,7813.0,9195.0,864.0,8446.5,9632.0,9.0,95.0,13736.0,11029.0,9545.5,45974.0,9233.5,1756.0,9599.0,108.0
388,388.0,-25.57877778,29.12747222,19-02-2014,5901.5,10199.5,1419.5,9368.0,9384.0,170.5,,15710.5,14069.0,11507.0,46948.5,10191.5,3052.0,9059.5,95.0
389,389.0,-30.830556,26.921389,20-02-2014,7039.0,8125.0,1076.0,7572.5,9708.0,,59.0,10582.5,8464.5,7976.5,,8164.0,2204.0,9089.5,1929.0
390,390.0,-28.1175,26.719444,20-02-2014,6174.0,10596.5,1270.0,9947.0,9771.5,39.0,54.0,13780.0,11939.0,10544.0,42015.5,10618.0,2697.0,7776.0,34.5
391,391.0,-29.658056,25.973333,20-02-2014,7130.5,10327.0,1039.0,8971.0,9702.0,,69.0,15542.0,15324.0,13380.0,,10627.5,2092.5,10185.5,3016.5
392,392.0,-30.679722,26.7125,20-02-2014,7056.0,9053.0,1077.0,8170.0,9904.0,,99.0,11508.0,7644.5,7529.0,,9873.5,2207.0,8886.0,2719.5
393,393.0,-30.160091,27.40124,20-02-2014,6953.0,9890.0,1076.0,8712.5,9707.0,,124.0,15710.0,13198.0,10691.5,,10451.5,2203.0,9002.0,724.0
394,394.0,-30.336111,27.359444,20-02-2014,6935.0,10289.5,1086.0,8996.0,9904.0,,20.5,14150.0,7707.0,7531.0,,11769.0,2228.0,8772.0,1873.5
395,395.0,-33.31388889,19.07472222,20-02-2014,-1031.0,,-4593.5,,-9999.0,-9999.0,-9999.0,,,,,,-4184.0,-367.5,-9999.0
396,396.0,-24.925278,29.324444,21-02-2014,6703.5,9991.5,1189.0,9074.5,9759.0,50.0,140.0,16186.5,15408.0,12248.0,46709.0,9991.5,2531.5,9469.0,170.5
397,397.0,-30.534167,24.961944,21-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
398,398.0,-29.7775,29.470833,24-02-2014,8042.5,9402.0,741.0,8542.5,9859.0,12.5,,15348.0,13272.0,10256.5,44212.5,9003.0,1463.5,8930.0,2680.5
399,399.0,-29.744167,29.905833,24-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
400,400.0,-26.45,28.085833,24-02-2014,6659.0,9830.0,1153.0,8975.0,9671.5,133.5,89.5,17783.0,13426.5,10049.5,45815.0,9588.5,2392.0,8967.0,428.0
401,401.0,-27.935,26.126667,24-02-2014,6108.5,10137.5,1283.5,9227.0,9623.0,65.0,77.5,14183.0,13169.5,11233.5,44562.5,10369.0,2736.5,8409.0,159.0
402,402.0,-28.1175,26.719444,24-02-2014,6174.0,10596.5,1270.0,9947.0,9771.5,39.0,54.0,13780.0,11939.0,10544.0,42015.5,10618.0,2697.0,7776.0,34.5
403,403.0,-28.116667,26.725278,24-02-2014,6179.5,10491.0,1268.0,9821.0,9795.0,40.5,39.0,15290.5,12995.0,10938.0,41795.5,10586.0,2692.5,7739.0,17.0
404,404.0,-29.160278,26.573333,24-02-2014,8848.0,9790.0,432.0,8741.0,9677.0,9.0,88.0,14592.5,13621.5,11352.0,44651.0,9870.0,802.0,9041.0,1042.0
405,405.0,-27.01011111,26.69808333,25-02-2014,6600.0,9847.0,1169.0,9042.0,9723.0,11.0,67.0,13060.0,10280.0,8918.5,45103.0,9774.5,2456.0,8781.0,592.0
406,406.0,-25.127778,27.628889,25-02-2014,8876.0,9421.0,463.0,8418.0,9806.5,34.0,42.0,15823.5,15468.5,12486.0,44989.0,9526.5,870.5,9376.0,154.5
407,407.0,-24.39619444,27.08983333,25-02-2014,8757.0,9467.5,520.0,8628.5,9585.0,15.0,201.0,12452.0,9827.0,8709.5,44399.5,9908.0,993.0,8967.0,733.5
408,408.0,-24.69514,27.40906,25-02-2014,8928.0,9902.5,447.0,8916.0,9583.0,25.0,117.5,13908.5,10680.0,9173.0,44712.0,9932.0,837.0,9116.0,610.5
409,409.0,-27.5275,30.858056,25-02-2014,6818.5,9728.0,1111.0,8732.0,9714.0,62.0,63.0,17398.5,14325.0,11188.5,45171.5,9839.0,2362.0,8911.0,130.5
410,410.0,-30.733889,29.828333,25-02-2014,6971.5,11522.0,1092.0,10416.0,9715.5,20.0,48.5,18159.0,16446.0,12790.0,44396.0,11575.0,2332.0,8780.5,5.0
411,411.0,-29.987778,29.851667,25-02-2014,7365.0,9203.0,962.0,8295.0,9844.0,94.0,76.0,18605.0,14100.5,10633.0,44449.5,8788.5,1996.5,8892.0,652.5
412,412.0,-29.380556,30.2775,25-02-2014,7295.0,9157.0,973.0,8284.0,9707.0,25.5,94.0,17058.5,13037.0,9817.0,43939.0,8848.5,2023.5,8632.0,451.0
413,413.0,-26.861111,28.884722,25-02-2014,7462.0,9485.0,921.0,8404.0,9570.5,240.5,,18200.5,13195.5,10225.5,45028.0,9123.5,1861.0,9022.5,661.5
414,414.0,-26.970278,27.211111,25-02-2014,6785.5,10278.0,1128.0,9285.0,9876.0,9.0,128.0,9773.5,8053.5,7700.0,44329.0,10570.0,2359.5,8706.0,1269.5
415,415.0,-26.880278,26.965,25-02-2014,-1631.5,4557.5,-4429.0,4267.5,-106.5,-4993.5,-4940.5,7978.5,6306.0,5019.5,23173.0,4477.0,-3804.5,-348.5,-4179.5
416,416.0,-26.98472222,26.63227778,25-02-2014,6714.0,9704.5,1145.0,8846.5,9703.0,19.0,77.0,16677.5,13558.5,11095.5,47151.0,9551.5,2396.0,9469.0,271.0
417,417.0,-27.044444,27.005,25-02-2014,6638.0,4663.5,1164.0,4180.5,-93.0,-4994.5,-4961.0,8180.5,7141.0,5496.0,23357.0,4541.5,2445.0,9394.5,-3992.0
418,418.0,-33.501667,21.624167,25-02-2014,7648.0,9933.0,936.0,8486.5,9671.0,,65.0,15209.0,11767.5,9590.0,,9913.0,1918.0,9406.5,987.0
419,419.0,-28.058889,30.373611,25-02-2014,7175.0,9653.0,1003.0,8781.0,9674.5,68.5,86.0,15129.0,12798.5,9901.0,44336.0,9700.5,2089.0,8669.0,314.0
420,420.0,-29.161667,23.696389,26-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
421,421.0,-25.20639,27.558,26-02-2014,8895.5,9932.0,455.0,8767.5,9619.0,14.5,54.0,13187.5,11001.0,9409.0,44323.5,10392.0,853.5,8967.0,383.5
422,422.0,-25.73411,27.21422,26-02-2014,9301.0,9519.0,280.0,8557.0,9685.0,9.0,38.0,14282.5,14855.0,12197.0,44858.0,9897.0,487.0,9264.0,512.5
423,423.0,-26.648056,27.089444,26-02-2014,9204.0,9210.5,309.0,8148.5,9843.5,9.0,74.0,16764.0,13507.5,10269.0,43614.0,8831.0,548.0,8818.0,296.5
424,424.0,-28.116667,26.725278,26-02-2014,6179.5,10491.0,1268.0,9821.0,9795.0,40.5,39.0,15290.5,12995.0,10938.0,41795.5,10586.0,2692.5,7739.0,17.0
425,425.0,-27.671111,27.236944,26-02-2014,6491.0,10689.0,1194.0,9710.0,9737.0,19.0,92.0,13722.5,12026.5,10646.0,43048.0,10852.5,2517.0,8278.5,7.0
426,426.0,-28.768056,20.720556,26-02-2014,7915.0,10428.0,818.0,9364.0,9626.0,18.0,73.0,13165.0,13038.0,11148.5,45810.0,10518.0,1629.0,9394.5,203.5
427,427.0,-27.356667,27.286389,26-02-2014,6644.0,10848.5,1158.0,10033.0,9821.0,26.0,95.0,18797.0,15866.0,12591.5,42177.5,10906.0,2433.0,7980.5,234.0
428,428.0,-30.13573889,30.67422222,27-02-2014,6529.0,11111.0,1232.0,9287.0,-9999.0,77.0,-9999.0,13919.5,9765.5,8719.5,,12417.5,2687.0,8781.0,118.5
429,429.0,-30.398056,30.601944,27-02-2014,6423.5,7686.0,1264.0,7628.0,-9999.0,96.0,-9999.0,9914.0,8027.5,7617.0,,7522.0,2780.0,8483.0,35.0
430,430.0,-27.902778,24.615556,28-02-2014,8516.0,9641.5,593.0,7896.0,9736.0,,78.0,18740.5,12483.0,9710.5,,8892.0,1143.0,9548.5,2157.5
431,431.0,-29.803611,30.516111,28-02-2014,6686.5,9436.5,1167.0,8642.5,9806.0,25.0,112.0,15818.5,14218.5,11084.0,44627.0,9321.5,2527.0,8836.5,93.0
432,432.0,-26.73806,27.59194,03-03-2014,9219.0,10740.0,303.0,9648.0,9876.0,8.0,33.0,10873.0,8215.0,8015.0,42629.0,11240.0,536.0,8446.0,309.5
433,433.0,-26.45,28.085833,03-03-2014,6659.0,9830.0,1153.0,8975.0,9671.5,133.5,89.5,17783.0,13426.5,10049.5,45815.0,9588.5,2392.0,8967.0,428.0
434,434.0,-27.935,26.126667,03-03-2014,6108.5,10137.5,1283.5,9227.0,9623.0,65.0,77.5,14183.0,13169.5,11233.5,44562.5,10369.0,2736.5,8409.0,159.0
435,435.0,-28.116667,26.725278,03-03-2014,6179.5,10491.0,1268.0,9821.0,9795.0,40.5,39.0,15290.5,12995.0,10938.0,41795.5,10586.0,2692.5,7739.0,17.0
436,436.0,-32.502778,19.535833,03-03-2014,8650.5,12166.0,530.0,10121.0,9541.0,,54.0,17419.5,18537.0,16217.5,,13204.5,1010.5,9987.5,2785.5
437,437.0,-27.356667,27.286389,03-03-2014,6644.0,10848.5,1158.0,10033.0,9821.0,26.0,95.0,18797.0,15866.0,12591.5,42177.5,10906.0,2433.0,7980.5,234.0
438,438.0,-25.81048333,27.90955222,04-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
439,439.0,-26.861111,28.884722,04-03-2014,7462.0,9485.0,921.0,8404.0,9570.5,240.5,,18200.5,13195.5,10225.5,45028.0,9123.5,1861.0,9022.5,661.5
440,440.0,-27.02314,28.59389,04-03-2014,8376.0,9479.0,591.0,8544.5,9756.0,,,10563.5,10008.0,8984.5,,9586.0,1140.0,8731.5,200.5
441,441.0,-27.398611,26.614722,04-03-2014,6481.0,10126.5,1200.0,9075.0,9798.0,13.0,62.0,15734.0,12977.0,10707.5,46068.0,10406.0,2531.0,9059.5,200.0
442,442.0,-27.671111,27.236944,04-03-2014,6491.0,10689.0,1194.0,9710.0,9737.0,19.0,92.0,13722.5,12026.5,10646.0,43048.0,10852.5,2517.0,8278.5,7.0
443,443.0,-34.039722,22.133333,04-03-2014,7693.0,9181.0,878.0,8184.5,9867.5,9.0,80.0,19259.5,14267.5,10214.5,45077.5,8687.0,1790.0,9245.5,824.5
444,444.0,-27.495556,26.074722,04-03-2014,6405.0,10391.0,1209.0,9281.0,9688.0,13.0,81.0,15511.5,18170.0,14628.0,48801.0,10898.5,2549.0,9822.0,3474.5
445,445.0,-27.4,26.624722,04-03-2014,6479.0,10157.0,1201.0,9068.5,9747.5,15.0,58.5,15938.0,13314.0,10229.0,45587.0,10402.5,2533.0,8911.0,193.5
446,446.0,-29.161667,23.696389,05-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
447,447.0,-27.01011111,26.69808333,05-03-2014,9104.0,9676.0,343.0,8869.0,9723.0,9.0,67.0,11853.5,9093.0,8254.5,43149.0,10079.0,619.0,8539.0,106.5
448,448.0,-29.140556,31.391944,05-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
449,449.0,-29.744167,29.905833,05-03-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
450,450.0,-26.880278,26.965,05-03-2014,9165.0,9360.5,323.0,8444.0,9803.0,9.0,118.0,15278.0,15014.0,12228.0,44828.0,9345.5,577.0,9283.0,714.5
451,451.0,-26.98472222,26.63227778,05-03-2014,9138.0,9222.5,332.0,8423.5,9703.0,9.0,77.0,16051.0,12943.0,10088.5,44346.0,9150.5,596.0,9004.0,253.0
