Unnamed: 0,Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,qa,red,blue,drad,emis,emsd,lwir,trad,urad,atran,cdist,green,nir08,lwir.1,swir16,swir22,cloud_qa,qa_pixel,qa_radsat,atmos_opacity,NVDI,SAVI,BSI,NDBI,TCWI
4922,-29.7775,29.470833,25-11-2013,19.255,46.13,10.0,172.0,10161.0,8771.0,406.0,9837.0,,48091.5,10659.5,730.5,8934.0,1902.0,9697.0,14489.0,48091.5,15619.5,13364.5,,5440.0,,9.0,0.17557809330628804,0.26336179793513315,0.051396294899114,0.03754753640998389,-5698.498900000002
4923,-29.744167,29.905833,25-11-2013,39.16,86.71,10.0,191.0,10520.5,9110.5,924.0,9730.0,69.0,46241.0,9506.5,1875.5,7537.0,1636.0,10128.5,14287.5,46241.0,15136.5,13062.5,,5440.0,,92.0,0.15184617865204772,0.22776467742910694,0.04605035164611151,0.02885399673735726,-5031.2598
4924,-26.45,28.085833,25-11-2013,112.117,576.08,126.0,,,,,,,,,,,,,,,,,,,,,,,,,
4925,-29.042222,24.6,25-11-2013,122.0,392.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
4926,-33.38056,19.30167,25-11-2013,30.526,276.21,22.0,211.0,10784.0,9320.0,734.0,9590.0,27.0,46208.5,9692.5,1448.0,8240.0,320.0,10252.0,14755.0,46208.5,15503.0,13099.0,,5440.0,,12.0,0.1554876855006069,0.23322696215665928,0.04392200468607283,0.02472073501222817,-5006.9319
4927,-32.502778,19.535833,25-11-2013,13.255,114.29,10.0,159.5,13761.0,10305.0,745.0,9520.0,54.0,48557.0,10566.5,1471.0,8221.5,4955.5,12318.5,16427.0,48557.0,19441.0,16907.5,8.0,5440.0,,8.0,0.08831323704783357,0.1324676615267403,0.10795208062201755,0.08403033344485335,-7442.348200000003
4928,-28.338333,31.373611,25-11-2013,129.425,304.07,10.0,-9999.0,11546.0,9483.5,1308.0,-9999.0,-9999.0,,9208.5,2828.0,6374.0,232.5,10871.0,12788.0,,11021.0,9733.0,,5440.0,,44.0,0.05103969754253308,0.07655797324785799,0.006590318587820734,-0.07421563274392036,-555.6918500000002
4929,-28.068333,31.55,25-11-2013,72.486,210.34,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4930,-28.1175,26.719444,26-07-2011,151.017,1475.0,107.0,221.0,11733.0,9529.5,238.0,9748.0,54.0,43616.0,8762.5,406.0,9395.0,664.0,10496.0,13368.5,43616.0,15520.0,12992.0,,5440.0,,8.0,0.06515546879668546,0.09773125647358777,0.08683774999501505,0.07447600256157294,-5051.276700000001
4931,-28.1175,26.719444,23-08-2011,161.108,1475.0,62.0,221.0,11733.0,9529.5,238.0,9748.0,54.0,43616.0,8762.5,406.0,9395.0,664.0,10496.0,13368.5,43616.0,15520.0,12992.0,,5440.0,,8.0,0.06515546879668546,0.09773125647358777,0.08683774999501505,0.07447600256157294,-5051.276700000001
4932,-28.1175,26.719444,30-08-2011,178.027,1475.0,120.0,221.0,11733.0,9529.5,238.0,9748.0,54.0,43616.0,8762.5,406.0,9395.0,664.0,10496.0,13368.5,43616.0,15520.0,12992.0,,5440.0,,8.0,0.06515546879668546,0.09773125647358777,0.08683774999501505,0.07447600256157294,-5051.276700000001
4933,-28.1175,26.719444,21-09-2011,199.317,1475.0,150.0,435.5,11727.5,9838.0,221.0,9699.0,54.0,43745.5,8762.5,368.0,9413.0,35.0,10816.5,14055.5,43745.5,15540.0,13210.0,4.0,5440.0,,8.0,0.09029205290307567,0.1354354529059282,0.06594867183987803,0.0501596526498961,-4822.792649999999
4934,-28.1175,26.719444,29-09-2011,219.161,1480.0,128.0,220.0,11278.0,9528.5,345.0,9765.0,54.0,44363.5,9022.5,611.0,9097.0,675.0,10464.0,14252.0,44363.5,15007.0,12780.0,,5440.0,,8.0,0.11649040344692518,0.1747321830751454,0.05002446794698944,0.025804026111623773,-4444.35655
4935,-28.1175,26.719444,17-11-2011,167.618,1480.0,131.0,219.0,11693.5,9757.5,482.0,9699.0,54.0,47008.0,10046.0,899.0,8759.0,691.0,10872.5,14662.0,47008.0,15889.5,13216.5,,5440.0,,8.0,0.11263303674754795,0.1689463499772348,0.06083361376856882,0.04017805999705416,-4880.137550000001
4936,-27.01011111,26.69808333,26-11-2013,185.48,675.66,115.0,219.0,9725.0,9005.0,881.0,9723.0,67.0,45534.5,9320.5,1766.0,7728.0,596.5,9711.5,12836.5,45534.5,10958.5,9618.0,2.0,5440.0,,8.0,0.13791192961460896,0.20686330999024907,-0.027231040564373896,-0.07892414372767388,-1341.1631500000003
4937,-31.860278,18.6875,26-11-2013,34.101,298.97,10.0,161.0,10096.5,9087.5,778.0,9643.0,77.0,47600.5,10324.5,1551.0,8198.0,3877.5,10084.0,14871.0,47600.5,13655.0,11144.5,,5440.0,,8.0,0.19122859717632923,0.2868371515539891,-0.004338713058059107,-0.04262777816728598,-3055.1159499999994
4938,-25.73411,27.21422,26-11-2013,14.466,41.3,10.0,225.0,11367.0,9324.0,977.0,9685.0,26.0,46885.0,9674.0,2016.0,7359.0,322.0,10467.0,14835.0,46885.0,17042.5,14011.0,,5440.0,,9.0,0.1323563086787268,0.19853067455395476,0.08085640640307408,0.06924947062975453,-6256.6960500000005
4939,-30.733889,29.828333,26-11-2013,37.609,105.55,10.0,-9999.0,,,-4482.5,-9999.0,-9999.0,,-311.5,-3916.5,-1426.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
4940,-29.987778,29.851667,26-11-2013,46.791,118.81,10.0,203.0,9317.5,8628.5,906.0,9835.5,76.0,46466.5,9655.0,1838.5,7567.0,1289.0,9394.0,17099.5,46466.5,15090.0,12037.0,,5440.0,,103.0,0.2945830336525722,0.44186618718652404,-0.02633862233347628,-0.06242718899019867,-4185.283849999999
4941,-27.00222,28.76528,26-11-2013,180.865,432.87,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4942,-28.1175,26.719444,07-06-2012,170.248,1243.0,93.0,223.0,10657.5,9046.0,210.0,9699.0,54.0,41642.0,7925.0,355.0,9434.0,667.0,9924.0,12548.0,41642.0,14590.5,12144.5,,5440.0,,9.0,0.08146775548900045,0.12219900025855382,0.07800691686947611,0.07526208154466901,-4821.919749999999
4943,-26.970278,27.211111,26-11-2013,138.921,634.81,99.0,177.0,9099.0,8787.0,939.5,9692.0,128.0,44426.0,8873.5,1907.5,7539.5,2974.0,9244.0,9429.0,44426.0,8990.0,8573.0,2.0,5472.0,,8.0,0.017810880829015545,0.02671560029144291,-0.0034981407519625394,-0.02383408436940116,-955.3948000000005
4944,-26.880278,26.965,26-11-2013,203.559,760.9,123.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
4945,-26.98472222,26.63227778,26-11-2013,118.815,1041.99,160.0,236.0,12429.5,9983.5,909.0,9703.0,77.0,48349.0,10343.5,1835.0,7655.0,270.5,11411.0,16290.0,48349.0,18467.0,15475.5,,5440.0,,8.0,0.1344208638729783,0.20162778551532035,0.0808640895574602,0.06263486491929683,-6807.73935
4946,-29.160278,26.573333,26-11-2013,205.68,656.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
4947,-29.028629,24.638389,26-11-2013,156.0,600.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
4948,-28.69485,28.23487,26-11-2013,200.991,434.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
4949,-28.1175,26.719444,17-07-2012,194.715,1051.0,34.0,223.0,10657.5,9046.0,210.0,9699.0,54.0,41642.0,7925.0,355.0,9434.0,667.0,9924.0,12548.0,41642.0,14590.5,12144.5,,5440.0,,9.0,0.08146775548900045,0.12219900025855382,0.07800691686947611,0.07526208154466901,-4821.919749999999
4950,-33.501667,21.624167,26-11-2013,80.986,362.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4951,-32.595833,19.009444,26-11-2013,5.802,68.89,10.0,155.0,9437.0,8614.5,820.0,9705.0,56.0,47013.5,10083.0,1640.5,8059.5,3860.5,9401.0,14498.0,47013.5,12146.0,10018.0,2.0,5440.0,,9.0,0.21144767077501567,0.31716488061665726,-0.034220447248604444,-0.0882750337787119,-2017.4104499999994
4952,-28.1175,26.719444,17-09-2012,188.2705,1335.0,18.0,219.0,11726.0,10038.0,628.0,9756.0,54.0,46131.0,9636.0,1214.0,8355.0,767.0,10892.0,13835.0,46131.0,16637.5,14213.0,,5440.0,,32.0,0.08250850905676617,0.12376034270289303,0.08596479473165315,0.09196816802034621,-6091.651750000001
4953,-25.45963889,28.26430556,26-11-2013,184.228,667.76,168.0,,,,,,,,,,,,,,,,,,,,,,,,,
4954,-29.161667,23.696389,27-11-2013,104.1115,227.035,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4955,-25.81048333,27.90955222,27-11-2013,120.445,531.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,
4956,-24.670833,28.560833,27-11-2013,26.896,104.84,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4957,-30.398056,30.601944,27-11-2013,46.054,224.14,10.0,-9999.0,9353.0,8555.5,1421.0,-9999.0,-9999.0,,8930.0,3177.0,5919.0,727.0,9475.5,16929.5,,12576.0,10001.5,,5440.0,,69.0,0.28827166365452295,0.43239926948978424,-0.07499894545914709,-0.1475487620952026,-1509.3002999999999
4958,-26.861111,28.884722,27-11-2013,132.443,514.8,82.0,215.0,11015.0,9336.0,680.0,9570.5,,48018.5,10195.0,1306.5,8227.0,634.0,10441.5,15473.5,48018.5,17124.0,14135.0,,5440.0,,26.0,0.16831832682107328,0.25247272452716224,0.06288185689868457,0.05063271723291664,-6272.4738
4959,-29.033333,23.983333,27-11-2013,200.258,1466.29,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
4960,-28.69485,28.23487,27-11-2013,199.415,434.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
4961,-29.615556,27.065278,27-11-2013,66.562,203.7,10.0,159.5,11736.0,9478.5,383.0,9611.0,71.0,45237.0,9264.0,691.0,9004.0,2707.0,10814.0,17339.0,45237.0,12976.0,11207.0,2.0,5440.0,,8.0,0.1927085124677558,0.2890577978022734,-0.04086008985144432,-0.14392215075045356,-1018.160850000002
4962,-28.883333,27.89,27-11-2013,63.6185,171.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
4963,-33.7075,18.97444444,27-11-2013,24.018,127.59,13.0,327.0,9968.5,9054.5,862.0,9632.0,95.0,46249.0,9729.5,1744.0,7939.0,110.5,9840.0,14150.0,46249.0,12451.0,10740.0,8.0,5440.0,,9.0,0.1733731368036984,0.2600543140262863,-0.01720585656671927,-0.06386977933160408,-2354.6122000000014
4964,-32.94583,18.33667,27-11-2013,32.804,466.71,12.0,158.0,9266.0,8587.0,855.0,9618.5,66.0,46709.0,9878.0,1728.0,7967.0,2652.0,9300.0,15591.0,46709.0,11477.5,9201.0,5.0,5440.0,,9.0,0.25445548537635276,0.3816755506386403,-0.07645559475974756,-0.15196630770083308,-877.0054500000006
4965,-24.282222,28.090278,28-11-2013,46.34,139.58,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4966,-30.13573889,30.67422222,28-11-2013,54.226,187.95,10.0,-9999.0,9984.0,8911.0,1433.0,-9999.0,-9999.0,,8930.0,3215.0,5867.0,621.0,9930.5,13101.0,,10823.5,9340.5,,5440.0,,121.0,0.1350227420402859,0.2025297264516688,-0.028129707259542964,-0.09519530188718678,-914.4212499999994
4967,-28.1175,26.719444,18-07-2013,168.447,1273.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
4968,-33.31388889,19.07472222,28-11-2013,31.514,198.33,11.0,188.0,9707.0,8680.0,855.0,9712.0,55.0,46391.0,9822.0,1721.5,7970.5,1494.0,9508.0,13583.0,46391.0,13253.0,11267.0,,5440.0,,9.0,0.16642335766423358,0.24962967733625296,0.015412511332728921,-0.01229691459233865,-3566.7727999999997
4969,-33.13083,18.86278,28-11-2013,29.141,245.86,30.0,159.0,10354.5,8808.5,861.0,9736.0,85.0,45971.0,9711.0,1734.0,7962.0,3638.0,9827.0,12661.0,45971.0,10649.5,9372.0,8.0,5440.0,,8.0,0.10021507245117421,0.15031934306569342,-0.01095977491847858,-0.08629158533707985,-869.127449999999
4970,-29.744167,29.905833,29-11-2013,22.5,53.4,5.0,191.0,10520.5,9110.5,924.0,9730.0,69.0,46241.0,9506.5,1875.5,7537.0,1636.0,10128.5,14287.5,46241.0,15136.5,13062.5,,5440.0,,92.0,0.15184617865204772,0.22776467742910694,0.04605035164611151,0.02885399673735726,-5031.2598
4971,-29.803611,30.516111,29-11-2013,83.314,290.75,10.0,234.0,9347.0,8561.0,1160.0,9826.5,112.0,46654.5,9525.0,2469.0,6790.0,1076.5,9508.0,16311.5,46654.5,14154.0,11090.0,,5440.0,,73.5,0.27143052010055146,0.40713784636969486,-0.028352300329725987,-0.07081781031002281,-3333.889150000001
4972,-26.73806,27.59194,01-12-2013,121.351,584.03,10.0,429.0,10654.0,9140.5,890.0,9733.0,33.0,43677.0,8669.0,1786.0,7609.0,34.0,10216.0,11763.0,43677.0,9327.5,8817.0,4.0,5440.0,,9.0,0.049471383325155015,0.07420541987286719,-0.02255105784517549,-0.11547853298878642,244.05660000000034
4973,-28.735556,29.820556,02-12-2013,36.515,86.36,12.0,261.5,8771.0,8462.0,633.0,9673.0,76.0,47042.0,9990.0,1207.0,8415.0,218.5,8994.0,12468.0,47042.0,10681.0,9008.0,0.5,5440.0,,14.0,0.1740665756391544,0.26109371689540717,-0.03660046555395968,-0.07719555920342132,-1527.9235999999983
4974,-26.45,28.085833,02-12-2013,88.96,581.32,108.0,,,,,,,,,,,,,,,,,,,,,,,,,
4975,-25.127778,27.628889,03-12-2013,179.333,590.82,166.0,253.0,10190.5,8765.5,1351.0,9781.0,42.0,47928.5,9878.5,2898.0,6339.5,501.0,9761.0,14993.0,47928.5,16529.0,14079.0,,5440.0,,46.5,0.19070026009093255,0.28604471092757305,0.05865921787709497,0.04872787259691644,-6478.3368
4976,-24.69514,27.40906,03-12-2013,191.267,811.19,88.0,-9999.0,,,1377.0,-9999.0,-9999.0,,9766.5,2960.0,6293.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
4977,-27.273889,28.49,03-12-2013,51.84,137.05,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4978,-27.4275,28.525833,03-12-2013,49.829,119.84,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
4979,-27.3,28.586944,03-12-2013,52.572,132.72,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4980,-27.398611,26.614722,03-12-2013,162.679,522.91,184.0,286.0,9884.0,8880.0,678.0,9800.5,62.0,46432.5,9785.0,1307.0,8248.0,173.0,9793.0,16091.0,46432.5,13674.5,11222.0,,5440.0,,9.0,0.23896053897978825,0.3584339088756713,-0.029106007686046632,-0.08118459290117754,-2847.2036499999995
4981,-30.160091,27.40124,03-12-2013,50.488,145.3,10.0,317.5,11053.0,9515.0,550.0,9714.5,124.0,46036.0,9562.0,1035.0,8532.0,141.5,10471.0,15102.5,46036.0,15491.0,13325.0,,5440.0,,8.0,0.15482403318613677,0.23223161033797216,0.0376552681215367,0.01269877588376616,-4822.045750000001
4982,-30.336111,27.359444,03-12-2013,63.538,174.6,10.0,359.5,10461.0,8915.0,547.0,9876.0,20.5,43154.0,8558.0,1030.0,8542.0,65.0,9631.0,10821.5,43154.0,8164.0,7997.5,8.0,5440.0,,8.0,0.01693879948314343,0.025407602311704178,-0.02897436231638492,-0.1399752442653604,912.1051000000002
4983,-33.08883333,19.21878333,03-12-2013,7.585,57.71,10.0,194.0,10744.5,9334.0,653.0,9641.0,51.0,46413.5,9785.0,1268.5,8425.5,1356.5,10353.0,14077.5,46413.5,15673.5,13393.0,,5440.0,,9.0,0.13427604544355815,0.20141001107865847,0.060335744890075156,0.053645255621659775,-5484.0607500000015
4984,-27.4,26.624722,03-12-2013,169.436,592.63,64.0,287.5,9827.0,8820.0,679.0,9747.5,58.5,46040.0,9580.5,1308.0,8246.0,170.0,9915.0,15238.5,46040.0,13824.5,11066.0,,5440.0,,9.0,0.21589435678522273,0.32383507540094153,-0.00853070635086984,-0.048652926401266214,-3176.9935000000005
4985,-29.161667,23.696389,04-12-2013,102.912,241.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4986,-27.01011111,26.69808333,04-12-2013,151.969,679.21,158.0,325.5,9491.0,8827.0,692.0,9723.0,67.0,44261.0,8855.0,1337.0,8207.0,119.0,9547.0,10729.0,44261.0,8845.5,8508.0,8.0,5440.0,,8.0,0.06122650840751731,0.09183749165450904,-0.03218314969980867,-0.09622212572479501,-185.4911500000003
4987,-29.641944,30.6875,04-12-2013,85.869,276.45,72.0,-9999.0,8903.5,8436.0,1352.0,-9999.0,-9999.0,,9264.0,2994.5,6166.0,825.0,9389.5,18760.0,,13408.5,10009.0,,5440.0,,131.0,0.35629981744898515,0.5344400665124349,-0.09865072311545608,-0.16635839408116637,-1664.153549999999
4988,-28.1175,26.719444,19-05-2014,170.353,488.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
4989,-28.1175,26.719444,03-06-2014,199.658,1218.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
4990,-25.20639,27.558,04-12-2013,155.751,643.21,29.0,617.5,9673.5,8896.5,1350.5,9619.0,54.0,45644.0,9078.0,2898.5,6337.0,9.0,9759.5,14242.5,45644.0,10657.0,9219.0,4.0,5440.0,,22.0,0.1910436527847466,0.2865594882194301,-0.06460851861650123,-0.1439988754794273,-489.4886999999999
4991,-27.363611,31.783333,04-12-2013,118.269,200.38,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
4992,-26.648056,27.089444,04-12-2013,278.268,708.95,19.0,-4883.0,4319.5,4133.0,-4580.5,-85.5,-4962.5,22579.0,-386.0,-4167.5,-1111.5,-4872.0,4493.0,8760.0,22579.0,6309.5,4878.5,,2720.5,,-4992.5,0.3395007454413395,0.5092316513761468,-0.09625031885043789,-0.16261322538903084,-800.9902499999998
4993,-26.970278,27.211111,04-12-2013,121.51,574.1,99.0,628.0,13589.0,12192.0,818.0,9734.5,128.0,39510.0,7255.0,1620.0,7839.0,,13177.5,17041.5,39510.0,17793.0,15619.5,8.0,5896.0,,30.0,0.1127144512822187,0.16906891711011718,0.03544472948338296,0.021573440124014985,-5074.768450000001
4994,-26.880278,26.965,04-12-2013,244.134,810.26,123.0,226.0,10569.5,9182.0,799.0,9771.0,118.0,48154.5,10287.5,1575.5,7900.0,354.0,10234.0,15109.0,48154.5,17960.0,14973.0,,5440.0,,25.0,0.17678213291274802,0.26516803613847895,0.08024346607851118,0.08621367443829568,-7584.151150000001
4995,-26.98472222,26.63227778,04-12-2013,100.947,880.32,160.0,235.0,10307.0,9164.0,758.0,9703.0,77.0,46680.0,9748.0,1482.0,8022.0,263.5,10135.0,14875.0,46680.0,15484.5,12732.5,,5440.0,,8.0,0.1813994122786117,0.2720937158741189,0.03516922366823532,0.02007608820962137,-4989.048899999998
4996,-31.000833,26.353056,04-12-2013,207.713,619.75,115.0,,,,,,,,,,,,,,,,,,,,,,,,,
4997,-30.679722,26.7125,04-12-2013,63.357,170.7,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
4998,-28.1175,26.719444,06-08-2014,146.339,1217.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
4999,-34.039722,22.133333,04-12-2013,13.266,195.69,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
5000,-28.760833,17.730278,05-12-2013,158.678,449.02,15.0,538.5,9888.0,9456.0,685.0,9880.0,,43687.0,8706.0,1329.0,8331.0,12.0,10137.0,9544.0,43687.0,9461.5,9348.0,40.0,5504.0,,-9999.0,-0.0177027583367641,-0.02655345426476264,0.009113547764638392,-0.004340848701691616,-1068.7998499999994
5001,-26.905,32.324722,05-12-2013,136.737,544.72,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
5002,-28.116667,26.725278,05-12-2013,223.0,1455.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
5003,-34.250556,20.9925,05-12-2013,29.753,698.75,13.0,208.0,9575.5,8747.5,1016.0,9775.0,22.0,46495.5,9525.0,2102.0,7218.0,1256.0,9514.5,14246.0,46495.5,13828.5,11249.5,8.0,5440.0,,9.0,0.19606238062254686,0.29408739820334145,0.008847459453634356,-0.014871146414005592,-3774.1835500000007
5004,-34.092222,21.295278,05-12-2013,14.881,205.08,10.0,318.0,10916.0,9300.5,967.0,9809.0,99.0,47569.5,9990.0,1983.0,7390.0,142.5,10553.0,18419.0,47569.5,17866.5,14076.5,,5440.0,,11.0,0.2557695585478098,0.3836477987421384,0.018813493327669815,-0.015226467872841768,-5786.575850000001
5005,-23.658056,31.05,06-12-2013,65.591,200.64,11.0,269.0,10832.0,9424.0,1585.0,9662.0,,49556.0,10176.0,3471.5,5724.5,893.5,10374.0,15182.0,49556.0,16119.5,13127.0,,5440.0,,8.0,0.1672176520335204,0.25082165715274174,0.04549289628085148,0.029950641343066627,-5257.437849999999
5006,-23.281,30.54305556,06-12-2013,144.354,332.9,14.0,235.0,11534.5,9542.0,1409.0,9567.0,46.0,49484.5,10250.5,3003.0,6265.0,5785.0,10725.0,15484.5,49484.5,17093.5,14354.5,8.0,5440.0,,39.0,0.14619341944557535,0.21928607117082105,0.06712391318528735,0.049389158327705816,-6089.476300000001
5007,-27.02314,28.59389,07-12-2013,54.447,194.22,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
5008,-25.99136,27.84208,09-12-2013,81.37,386.64,27.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
5009,-27.935,26.126667,09-12-2013,124.015,550.28,10.0,207.0,11276.0,9360.5,645.0,9623.0,77.5,48310.0,10399.5,1236.0,8333.0,1198.0,10761.5,16612.0,48310.0,17219.0,14504.0,8.0,5440.0,,8.0,0.19133677567412508,0.28700001792853685,0.04631202092991233,0.017942124087375486,-5967.9012
5010,-28.141944,26.417778,09-12-2013,238.895,587.15,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
5011,-28.1175,26.719444,09-12-2013,161.611,1310.83,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
5012,-28.116667,26.725278,09-12-2013,196.369,1261.76,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
5013,-25.73411,27.21422,10-12-2013,11.924,38.85,10.0,305.0,10801.0,9150.0,1066.0,9685.0,38.0,46672.5,9506.5,2207.0,7087.0,176.0,10217.5,14892.5,46672.5,16386.5,13369.5,,5440.0,,11.0,0.1592426099986378,0.2388592667548844,0.061389810657817685,0.047763675309312956,-5739.106299999999
5014,-25.45963889,28.26430556,10-12-2013,196.508,604.35,168.0,,,,,,,,,,,,,,,,,,,,,,,,,
5015,-27.01011111,26.69808333,11-12-2013,126.856,569.72,129.0,325.5,9491.0,8827.0,692.0,9723.0,67.0,44261.0,8855.0,1337.0,8207.0,119.0,9547.0,10729.0,44261.0,8845.5,8508.0,8.0,5440.0,,8.0,0.06122650840751731,0.09183749165450904,-0.03218314969980867,-0.09622212572479501,-185.4911500000003
5016,-25.81048333,27.90955222,11-12-2013,64.662,337.15,191.0,264.0,9324.5,8644.5,1248.0,9600.0,106.0,45678.0,9097.0,2657.0,6559.5,372.5,9454.0,15574.5,45678.0,13710.0,10900.5,,5440.0,,10.0,0.2510140969516848,0.37651358461013273,-0.02506692625943052,-0.06366849357168468,-3188.0212999999985
5017,-28.116667,26.725278,22-02-2011,232.86,735.0,10.0,253.0,9797.0,9105.5,1147.0,9798.0,39.0,45218.0,8769.0,2411.5,6645.5,751.5,9985.0,15369.5,45218.0,13022.5,10319.0,,5440.0,,70.0,0.22142530745236724,0.33213136249850994,-0.03500407024072567,-0.08266413074105382,-2173.9200500000006
5018,-24.183889,30.823889,11-12-2013,115.184,307.27,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
5019,-24.058889,31.237222,11-12-2013,141.176,379.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
5020,-28.116667,26.725278,26-07-2011,132.845,694.0,10.0,220.0,11153.0,9374.5,238.0,9760.5,39.0,43552.5,8762.5,405.0,9397.0,669.0,10367.0,13530.5,43552.5,16386.0,13564.5,,5440.0,,8.0,0.09631940365021167,0.1444761789013126,0.09186424549996035,0.09544899971587585,-6112.70445
5021,-28.116667,26.725278,23-08-2011,170.115,694.0,11.0,220.0,11153.0,9374.5,238.0,9760.5,39.0,43552.5,8762.5,405.0,9397.0,669.0,10367.0,13530.5,43552.5,16386.0,13564.5,,5440.0,,8.0,0.09631940365021167,0.1444761789013126,0.09186424549996035,0.09544899971587585,-6112.70445
5022,-28.116667,26.725278,21-09-2011,258.255,694.0,10.0,411.5,8506.0,8359.0,220.0,9708.0,39.0,42137.0,8111.0,367.0,9413.5,42.0,8424.5,8738.0,42137.0,8471.0,8074.0,4.0,7440.0,,8.0,0.013453954998840176,0.02018034735712836,-0.0035217467864060575,-0.015515137428089952,-1014.992150000001
5023,-28.116667,26.725278,18-10-2011,230.718,694.0,11.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
5024,-28.116667,26.725278,14-12-2011,189.302,573.0,10.0,223.0,9167.0,8505.5,979.0,9708.0,39.0,45325.0,9153.0,1975.5,7424.5,562.0,9342.0,15327.0,45325.0,12574.5,10043.0,,5440.0,,9.0,0.2514901608557198,0.37722754087652327,-0.045881423618729975,-0.09865061018224827,-2168.0827000000018
5025,-28.116667,26.725278,18-01-2012,177.276,573.0,10.0,223.0,9167.0,8505.5,979.0,9708.0,39.0,45325.0,9153.0,1975.5,7424.5,562.0,9342.0,15327.0,45325.0,12574.5,10043.0,,5440.0,,9.0,0.2514901608557198,0.37722754087652327,-0.045881423618729975,-0.09865061018224827,-2168.0827000000018
5026,-28.116667,26.725278,15-02-2012,131.461,573.0,12.0,216.0,9298.5,8465.5,413.0,9708.0,39.0,44944.0,9245.5,755.5,8961.0,824.5,9326.0,14965.0,44944.0,13067.0,10678.5,,5440.0,,9.0,0.23354009108331444,0.3503029179030663,-0.02325530614027426,-0.06770833333333333,-2897.6821500000015
5027,-28.116667,26.725278,14-03-2012,162.292,573.0,32.0,216.0,9727.0,8652.5,764.5,9809.5,39.0,45397.0,9376.0,1521.0,8011.5,669.0,9401.0,14606.5,45397.0,13992.5,11138.0,,5440.0,,9.0,0.20052602379435758,0.3007828552642393,0.009802356397075258,-0.021469282142732263,-3704.2577500000007
5028,-26.03611,30.99778,11-12-2013,54.2,125.22,10.0,255.0,9744.5,8757.5,1431.0,9692.0,82.0,44738.5,8762.5,3160.5,5962.0,1444.5,9627.5,14688.0,44738.5,11432.5,9589.0,,5440.0,,13.0,0.20233295815000513,0.3034932263741661,-0.05083758193736344,-0.12463390823299707,-1082.0504
5029,-27.5275,30.858056,11-12-2013,16.603,66.48,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
5030,-28.75,30.442778,11-12-2013,89.055,210.56,10.0,193.5,11777.0,10436.5,1086.0,9684.0,88.0,48538.0,10213.5,2249.0,7110.0,3006.0,11426.5,14568.0,48538.0,15386.0,13458.0,8.0,5440.0,,9.0,0.10594040614917441,0.15890759332713367,0.04137633584128049,0.027308539760966817,-4424.608100000001
