Latitude,Longitude,Sample Date,blue,drad,red,green,urad,lwir,emsd,emis,trad,atran,swir16,atmos_opacity,swir22,nir08,cdist
-26.73806,27.59194,18-06-2012,8858.5,202.0,9939.5,9594.0,342.0,39650.0,33.0,9876.0,7255.0,9434.5,8221.0,9.0,7971.0,10194.0,1545.5
-26.45,28.085833,18-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-34.065833,20.404167,19-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-25.127778,27.628889,19-06-2012,9118.0,328.0,10972.0,9881.0,593.0,43248.5,42.0,9738.0,8576.5,9130.0,16899.0,9.0,13997.0,13431.0,1289.5
-25.20639,27.558,19-06-2012,9024.0,326.0,10300.0,9887.0,588.0,42280.0,54.0,9619.0,8111.0,9137.0,12922.5,11.0,10740.5,13653.0,775.0
-24.69514,27.40906,19-06-2012,4183.5,-4820.5,4551.5,4570.5,-4673.0,20925.0,-4977.5,-208.0,-981.0,-473.5,4450.5,-4995.0,3959.0,5159.5,-4829.5
-27.363611,31.783333,19-06-2012,,465.5,,,887.0,,-9999.0,-9999.0,7943.5,8811.0,,-9999.0,,,-9999.0
-30.733889,29.828333,19-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.169444,29.233889,19-06-2012,9245.0,262.0,11199.0,10219.0,458.0,42579.5,,9795.5,8334.0,9276.0,18042.0,8.0,14477.0,14240.5,1798.5
-27.00222,28.76528,19-06-2012,8831.5,206.0,10482.0,9564.0,350.0,,-9999.0,-9999.0,7422.5,9409.0,15665.5,8.0,12623.0,12102.0,1542.0
-29.160278,26.573333,19-06-2012,8975.0,225.0,10503.0,9802.0,384.0,41810.5,88.0,9677.0,7943.5,9375.0,14436.0,8.0,12276.5,12625.0,1042.0
-29.028629,24.638389,19-06-2012,8834.5,268.0,9925.0,9551.5,468.0,39924.5,61.0,9669.0,7255.0,9287.0,12360.5,13.0,10968.0,12760.0,51.5
-29.161667,23.696389,20-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-24.282222,28.090278,20-06-2012,8989.5,251.0,10475.0,9684.0,439.0,42317.0,103.0,9714.0,8185.0,9324.0,15863.5,9.0,12457.5,13865.5,1420.5
-25.681111,31.783333,20-06-2012,9486.5,1071.0,10597.5,10233.0,2252.0,43942.0,,9742.0,8650.5,7057.0,12258.5,10.0,10870.0,13542.0,564.0
-25.398889,31.610556,20-06-2012,9291.5,1035.0,10406.0,10071.0,2168.0,44438.0,35.0,9761.0,8818.0,7165.0,14143.5,10.0,12222.5,13905.5,613.5
-30.398056,30.601944,20-06-2012,8420.5,342.0,9033.5,9016.5,624.0,,-9999.0,-9999.0,7776.0,9132.0,12057.5,66.0,9593.0,15720.5,860.0
-30.27402,30.69602,20-06-2012,9236.0,423.0,10215.0,9830.0,797.0,,-9999.0,-9999.0,8111.0,8900.0,13839.0,13.0,11672.0,14500.0,245.5
-29.615556,27.065278,20-06-2012,9055.0,247.0,11298.0,10172.0,428.0,39550.0,71.0,9621.0,7032.0,9302.0,11086.5,9.0,9646.5,13274.0,1296.5
-28.883333,27.89,20-06-2012,8823.5,217.0,10132.0,9556.5,370.0,39376.0,,9605.0,6958.0,9402.0,12718.5,9.0,10920.5,11721.0,207.0
-34.405833,19.600556,20-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-24.670833,28.560833,21-06-2012,8826.0,249.0,10783.0,9625.0,436.0,42567.0,26.5,9634.0,8260.0,9327.0,16010.0,9.0,12880.0,13874.0,1471.0
-24.99328,30.81444,21-06-2012,8175.0,208.0,9457.5,8944.0,348.0,42900.0,,9809.0,8539.0,9481.0,13797.0,9.0,10933.0,13903.0,2645.0
-24.768889,31.39,21-06-2012,10245.0,352.0,13405.0,11934.5,646.0,43423.5,96.0,9592.0,8539.0,9084.0,20121.5,9.0,17553.0,17994.0,1719.5
-27.802778,28.768333,21-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.935,26.126667,21-06-2012,9105.0,222.0,10577.5,9783.5,381.0,42067.5,77.5,9623.0,7999.0,9401.0,15834.5,9.0,13403.5,12260.5,379.0
-28.1175,26.719444,21-06-2012,9046.0,210.0,10657.5,9924.0,355.0,41642.0,54.0,9699.0,7925.0,9434.0,14590.5,9.0,12144.5,12548.0,667.0
-30.679722,26.7125,21-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-30.160091,27.40124,21-06-2012,8992.0,257.0,10749.0,9884.0,447.0,39845.0,124.0,9719.0,7199.5,9263.0,13357.5,9.0,11666.5,12269.0,723.5
-30.336111,27.359444,21-06-2012,8626.0,263.0,10527.0,9626.5,459.0,38696.0,20.5,9876.0,6883.0,9241.0,7804.0,8.5,7590.0,9831.5,1740.5
-33.501667,21.624167,21-06-2012,8448.5,653.0,8855.0,8932.5,1290.0,40073.0,65.0,9626.0,7218.0,8079.0,11356.5,9.0,9466.0,11931.0,594.0
-34.329722,18.990278,21-06-2012,8357.0,847.0,8742.5,8608.5,1719.0,43216.0,60.0,9612.0,8334.0,7620.0,10072.0,43.0,9339.5,10031.0,4.0
-25.436111,31.982222,22-06-2012,9834.0,741.0,11302.5,10499.5,1485.0,,-9999.0,-9999.0,8372.0,8008.0,13273.5,11.0,12188.5,12877.5,1530.5
-25.14944444,31.94055556,22-06-2012,9457.0,435.0,12050.5,10679.0,820.0,,-9999.0,-9999.0,9022.5,8848.5,17193.0,8.0,15531.0,14435.0,6152.5
-29.658056,25.973333,22-06-2012,8669.0,236.0,9909.5,9543.0,406.0,40948.5,69.0,9687.0,7608.5,9338.0,12674.0,9.0,10634.5,11938.5,947.5
-31.000833,26.353056,22-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-29.803611,30.516111,22-06-2012,8732.0,238.0,10034.5,9441.0,409.0,42424.5,112.0,9751.0,8297.0,9393.0,14395.0,9.0,12957.0,12298.0,538.5
-27.363611,31.783333,24-11-2015,8797.0,690.0,9294.5,9686.0,1365.0,45636.0,,9839.0,9599.0,8292.0,13958.0,63.0,10392.0,18330.0,113.0
-28.760833,17.730278,24-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-24.679167,30.8025,25-06-2012,8706.0,219.0,10703.0,9630.0,370.0,43010.0,,9709.0,8501.5,9456.0,15356.0,9.0,13524.0,13297.5,4569.0
-25.99136,27.84208,25-06-2012,8854.0,214.0,10329.0,9510.5,365.0,41761.5,39.0,9676.0,7925.0,9420.0,15068.0,9.0,12617.5,13053.0,97.5
-25.362222,31.956667,25-06-2012,8964.0,446.0,11674.5,10140.0,844.0,,-9999.0,-9999.0,8762.5,8812.5,17234.5,9.0,14958.0,14151.0,7444.0
-25.14944444,31.94055556,25-06-2012,9457.0,435.0,12050.5,10679.0,820.0,,-9999.0,-9999.0,9022.5,8848.5,17193.0,8.0,15531.0,14435.0,6152.5
-27.01011111,26.69808333,26-06-2012,8459.0,223.0,9073.5,8869.0,382.0,41155.0,67.0,9723.0,7739.0,9401.0,10258.5,8.0,9185.0,10633.5,97.5
-24.183889,30.823889,26-06-2012,8602.0,322.0,9479.5,9361.0,583.0,43512.5,48.5,9649.5,8669.5,9219.0,11359.0,9.0,9916.0,13878.0,3124.5
-29.758889,30.935278,26-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-29.380556,30.2775,26-06-2012,8644.5,180.0,9637.0,9140.0,294.0,44055.5,94.0,9707.0,8967.0,9536.5,13850.5,12.5,13383.0,10807.0,1217.0
-26.861111,28.884722,26-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-26.880278,26.965,26-06-2012,8955.0,230.0,11052.0,9824.0,396.0,41666.0,118.0,9734.5,7962.0,9380.0,16857.0,9.0,13120.0,13889.5,605.0
-26.45,28.085833,26-06-2012,9439.0,211.0,12591.0,10552.0,361.0,42013.0,89.5,9671.5,8037.0,9426.0,18386.0,9.0,14592.0,15738.0,221.0
-26.98472222,26.63227778,26-06-2012,9145.5,233.0,11289.5,10199.0,402.0,42729.0,77.0,9703.0,8353.0,9373.0,16056.5,8.0,13502.5,13516.0,221.5
-34.039722,22.133333,26-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-33.7075,18.97444444,26-06-2012,4004.5,377.0,4279.0,4188.0,678.0,20314.5,-4952.0,-183.5,7460.0,8913.0,4366.5,-4995.0,3983.5,5532.0,-4966.5
-33.72266667,18.61691667,26-06-2012,8153.5,396.0,8655.5,9122.5,717.0,40982.0,111.0,9654.0,7553.0,8847.0,11772.0,37.0,9202.5,18754.0,119.0
-25.45963889,28.26430556,26-06-2012,9145.5,245.0,10757.0,9861.0,428.0,42467.0,176.0,9636.0,8166.5,9338.0,14993.5,9.0,12380.0,13869.0,1027.5
-29.161667,23.696389,27-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-25.81048333,27.90955222,27-06-2012,8881.0,230.0,10297.0,9523.5,396.0,40742.0,106.0,9608.0,7516.0,9380.0,14339.5,8.0,11951.0,12654.0,157.0
-30.830556,26.921389,27-06-2012,8569.0,271.0,9687.0,9282.0,476.0,39260.5,59.0,9720.0,6976.5,9202.0,10191.5,9.0,9238.0,10225.0,758.5
-24.058889,31.237222,27-06-2012,8734.0,302.0,9932.5,9487.0,543.0,42653.5,49.0,9620.0,8297.0,9236.0,13040.0,9.0,11453.5,14150.0,684.5
-28.404444,30.013056,27-06-2012,9062.5,177.0,10661.0,9670.0,288.0,41905.0,23.0,9863.0,8166.5,9546.0,16984.5,8.0,13694.0,12450.0,419.5
-27.4275,28.525833,27-06-2012,8724.5,219.0,10951.0,9648.0,377.0,,-9999.0,-9999.0,7199.5,9404.5,15268.0,8.0,13986.5,12602.0,1454.0
-34.031944,22.053333,27-06-2012,8330.0,432.0,9007.0,8860.0,809.0,42304.0,81.0,9652.0,8148.0,8887.0,11428.0,9.0,9920.0,12478.0,351.0
-32.595833,19.009444,27-06-2012,8217.0,340.0,8826.5,8866.5,607.0,40499.5,56.0,9705.0,7441.0,9038.0,9155.0,9.0,8700.0,10283.5,104.5
-28.058889,30.373611,27-06-2012,9224.0,176.0,10978.0,9988.5,287.0,41903.5,86.0,9674.5,8018.0,9547.0,15201.0,9.0,12438.5,13596.5,2370.5
-25.447222,30.711667,27-06-2012,8272.0,281.5,9093.0,9022.0,497.5,42675.5,,9726.0,8390.5,9292.0,11955.0,9.0,10184.0,12737.0,1742.5
-29.161667,23.696389,28-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-29.641944,30.6875,28-06-2012,8582.5,339.0,9167.0,9034.0,621.5,,-9999.0,-9999.0,7553.0,9123.0,12299.0,13.0,10460.0,12086.0,678.0
-31.860278,18.6875,28-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.5275,30.858056,28-06-2012,8839.5,206.0,9952.5,9341.5,346.0,43155.0,63.0,9714.0,8558.0,9471.0,12550.0,13.0,12485.0,10667.5,2351.0
-29.380556,30.2775,28-06-2012,8644.5,180.0,9637.0,9140.0,294.0,44055.5,94.0,9707.0,8967.0,9536.5,13850.5,12.5,13383.0,10807.0,1217.0
-27.00222,28.76528,28-06-2012,9027.5,217.0,10462.0,9768.0,374.0,,-9999.0,-9999.0,7348.5,9411.0,15368.5,8.0,12471.0,11870.0,1380.5
-26.648056,27.089444,28-06-2012,8926.0,229.0,10872.5,9697.0,394.0,42057.0,74.0,9773.0,8129.5,9381.0,16870.0,9.0,12889.0,13940.0,77.5
-29.028629,24.638389,28-06-2012,8834.5,268.0,9925.0,9551.5,468.0,39924.5,61.0,9669.0,7255.0,9287.0,12360.5,13.0,10968.0,12760.0,51.5
-29.1825,23.575556,28-06-2012,9171.5,363.0,9921.0,9988.0,662.5,40350.5,84.0,9730.0,7367.0,8955.5,9708.0,9.0,8731.5,10499.0,790.5
-25.49037,30.6986,29-06-2012,8425.5,277.0,9063.0,9000.0,489.0,42685.5,,9589.0,8278.5,9302.0,12622.0,9.0,10187.0,13714.0,1882.5
-30.398056,30.601944,29-06-2012,8420.5,342.0,9033.5,9016.5,624.0,,-9999.0,-9999.0,7776.0,9132.0,12057.5,66.0,9593.0,15720.5,860.0
-30.27402,30.69602,29-06-2012,9236.0,423.0,10215.0,9830.0,797.0,,-9999.0,-9999.0,8111.0,8900.0,13839.0,13.0,11672.0,14500.0,245.5
-27.935,26.126667,29-06-2012,9105.0,222.0,10577.5,9783.5,381.0,42067.5,77.5,9623.0,7999.0,9401.0,15834.5,9.0,13403.5,12260.5,379.0
-28.1175,26.719444,29-06-2012,9046.0,210.0,10657.5,9924.0,355.0,41642.0,54.0,9699.0,7925.0,9434.0,14590.5,9.0,12144.5,12548.0,667.0
-25.127778,27.628889,03-07-2012,9118.0,328.0,10972.0,9881.0,593.0,43248.5,42.0,9738.0,8576.5,9130.0,16899.0,9.0,13997.0,13431.0,1289.5
-25.20639,27.558,03-07-2012,9024.0,326.0,10300.0,9887.0,588.0,42280.0,54.0,9619.0,8111.0,9137.0,12922.5,11.0,10740.5,13653.0,775.0
-24.69514,27.40906,03-07-2012,4183.5,-4820.5,4551.5,4570.5,-4673.0,20925.0,-4977.5,-208.0,-981.0,-473.5,4450.5,-4995.0,3959.0,5159.5,-4829.5
-28.747778,31.745833,03-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-31.5653,18.3306,03-07-2012,8832.0,559.0,10713.0,9773.0,1077.0,42161.0,74.0,9721.0,7999.0,8385.0,16815.0,9.0,14565.0,12881.0,760.0
-24.39619444,27.08983333,04-07-2012,8847.0,382.0,9676.5,9457.0,702.0,42425.5,201.0,9571.0,8111.0,8990.0,12109.0,9.0,10186.5,12716.5,3783.5
-28.801278,31.955389,04-07-2012,8915.5,626.0,9844.0,9823.0,1229.0,42768.5,18.0,9791.5,8372.0,8343.0,13442.5,39.0,10135.5,14551.0,494.5
-27.935,26.126667,04-07-2012,9105.0,222.0,10577.5,9783.5,381.0,42067.5,77.5,9623.0,7999.0,9401.0,15834.5,9.0,13403.5,12260.5,379.0
-28.141944,26.417778,04-07-2012,8740.0,212.0,10199.0,9406.5,360.0,41748.0,48.5,9712.0,7925.0,9426.0,15040.5,9.0,12382.0,12939.0,782.5
-28.1175,26.719444,04-07-2012,9046.0,210.0,10657.5,9924.0,355.0,41642.0,54.0,9699.0,7925.0,9434.0,14590.5,9.0,12144.5,12548.0,667.0
-28.75,30.442778,05-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-29.161667,30.629722,05-07-2012,8834.0,201.0,10573.0,9665.0,337.0,43179.0,71.0,9741.0,8595.0,9485.0,15261.0,21.0,14295.0,12273.0,918.5
-28.460833,21.248889,05-07-2012,8529.5,382.0,9102.0,9418.5,709.0,39467.0,66.0,9760.0,7181.0,8917.0,8134.5,9.0,8100.0,8567.5,23.5
-34.092222,21.295278,05-07-2012,8924.0,422.0,10535.5,10106.5,786.0,43854.0,99.0,9807.0,8855.0,8911.0,16672.5,8.0,13391.5,17525.0,391.0
-33.38056,19.30167,05-07-2012,8906.0,295.0,9816.0,9641.0,513.5,40479.0,27.0,9586.0,7385.5,9150.0,11418.0,9.0,10098.0,12477.5,68.5
-27.4,26.624722,05-07-2012,8814.0,223.0,10139.0,9539.0,382.0,41330.0,58.5,9747.5,7813.5,9401.0,14458.0,8.0,11762.5,12868.5,73.0
-27.573056,24.746389,06-07-2012,8802.5,311.0,10403.5,9604.5,554.0,41561.0,60.0,9673.0,7888.0,9176.5,13754.5,23.0,11810.0,11767.0,96.0
-28.760833,17.730278,08-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-29.028629,24.638389,09-07-2012,8834.5,268.0,9925.0,9551.5,468.0,39924.5,61.0,9669.0,7255.0,9287.0,12360.5,13.0,10968.0,12760.0,51.5
-33.818056,19.694722,09-07-2012,8464.0,454.0,9178.5,8999.0,854.5,40460.0,73.0,9628.5,7367.0,8718.5,10125.5,8.0,8997.0,11392.0,2533.0
-26.861111,28.884722,10-07-2012,15003.5,570.5,17072.0,15834.0,1099.0,38330.5,,9570.5,6604.5,8307.5,22779.0,70.0,20626.0,19031.0,
-26.880278,26.965,10-07-2012,8955.0,230.0,11052.0,9824.0,396.0,41666.0,118.0,9734.5,7962.0,9380.0,16857.0,9.0,13120.0,13889.5,605.0
-26.45,28.085833,10-07-2012,10252.0,566.0,13536.5,11349.0,1086.0,42849.5,89.5,9671.5,8185.0,8346.0,20740.0,27.0,16377.0,17054.0,74.0
-26.98472222,26.63227778,10-07-2012,9145.5,233.0,11289.5,10199.0,402.0,42729.0,77.0,9703.0,8353.0,9373.0,16056.5,8.0,13502.5,13516.0,221.5
-27.935,26.126667,10-07-2012,9105.0,222.0,10577.5,9783.5,381.0,42067.5,77.5,9623.0,7999.0,9401.0,15834.5,9.0,13403.5,12260.5,379.0
-28.1175,26.719444,10-07-2012,9046.0,210.0,10657.5,9924.0,355.0,41642.0,54.0,9699.0,7925.0,9434.0,14590.5,9.0,12144.5,12548.0,667.0
-28.69485,28.23487,10-07-2012,,-4893.5,,,-4819.5,,-9999.0,-9999.0,-1613.5,-292.0,,-9999.0,,,-9999.0
-31.104278,29.399722,10-07-2012,20407.0,437.5,21989.0,21014.5,824.5,38931.5,26.0,9755.0,6958.0,8806.5,21186.0,8.0,18210.0,22595.0,
-31.396,29.2651,10-07-2012,8830.0,499.0,9774.0,9427.0,956.0,40586.0,127.0,9737.5,7553.0,8631.0,9258.5,8.0,8607.0,9801.0,6.0
-34.075556,20.145556,10-07-2012,8735.5,403.5,10204.0,9898.0,745.5,41169.0,59.0,9603.0,7627.0,8885.5,14863.0,9.0,11809.0,15717.5,38.5
-25.45963889,28.26430556,10-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-28.338333,31.373611,10-07-2012,8716.0,256.0,10528.5,9831.0,446.0,,-9999.0,-9999.0,8129.5,9360.0,11273.5,9.0,10277.5,11693.0,170.0
-28.068333,31.55,10-07-2012,8955.0,297.0,10739.5,9952.5,530.5,42795.0,,9784.5,8501.5,9257.5,15513.5,8.0,13886.0,13255.0,2704.5
-28.760833,17.730278,11-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-29.161667,23.696389,11-07-2012,9450.0,289.0,9797.5,10560.0,510.0,39375.0,90.0,9876.0,7181.0,9240.0,7699.0,24.0,7494.5,8029.5,610.5
-25.81048333,27.90955222,11-07-2012,9681.0,705.0,10602.0,10092.0,1399.0,41011.5,106.0,9608.0,7534.5,7923.0,13560.0,36.0,11634.5,12316.0,6.0
-29.641944,30.6875,11-07-2012,8582.5,339.0,9167.0,9034.0,621.5,,-9999.0,-9999.0,7553.0,9123.0,12299.0,13.0,10460.0,12086.0,678.0
-28.883333,27.89,11-07-2012,8823.5,217.0,10132.0,9556.5,370.0,39376.0,,9605.0,6958.0,9402.0,12718.5,9.0,10920.5,11721.0,207.0
-30.568333,29.422778,11-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-30.86013889,29.07125,11-07-2012,8831.0,404.0,10246.0,9698.0,753.0,40985.5,31.5,9794.0,7739.0,8948.0,12146.5,9.0,10156.0,11742.0,4085.0
-30.570833,29.150556,11-07-2012,8699.5,275.0,10533.5,9601.0,486.0,40041.0,51.5,9674.0,7311.5,9274.0,14189.5,9.0,11833.0,12739.5,880.5
-30.77586667,29.03221667,11-07-2012,8895.0,386.0,10706.0,9956.5,714.5,41374.5,44.0,9662.0,7776.0,8993.5,15440.0,9.0,12645.5,14205.0,3394.0
-34.250556,20.9925,11-07-2012,7682.0,374.0,7978.0,8230.0,683.0,39554.0,22.0,9775.0,7181.0,8979.0,9770.0,9.0,8573.0,11170.0,1165.5
-28.44555556,32.325,09-10-2012,9217.0,1090.0,10737.0,10391.5,2336.0,44073.0,,9807.5,8781.0,7033.0,15007.0,206.0,12099.0,16928.5,919.0
-26.648056,27.089444,12-07-2012,8926.0,229.0,10872.5,9697.0,394.0,42057.0,74.0,9773.0,8129.5,9381.0,16870.0,9.0,12889.0,13940.0,77.5
-27.902778,24.615556,12-07-2012,9317.5,307.0,11321.5,10392.0,547.0,41404.5,78.0,9716.0,7832.0,9190.0,16579.5,9.0,14284.0,13853.5,1444.5
-28.768056,20.720556,12-07-2012,8940.0,402.0,9712.0,9471.0,747.0,40178.0,73.0,9626.0,7274.0,8863.0,10961.5,8.0,9423.0,11673.5,122.0
-31.031389,28.883333,12-07-2012,9140.5,359.0,9950.0,9890.0,660.0,40061.0,40.0,9711.0,7292.5,8991.0,9810.0,8.0,8602.0,10667.5,23.5
-29.7775,29.470833,16-07-2012,8872.5,250.0,11284.0,9785.0,436.5,40351.5,,9816.0,7516.0,9334.0,15402.0,9.0,12477.0,14298.0,3473.0
-29.987778,29.851667,16-07-2012,8626.0,185.0,9578.0,9240.0,303.0,40335.5,76.0,9788.0,7479.0,9524.5,12866.0,17.0,10791.0,12826.0,380.5
-29.744167,29.905833,16-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-33.897778,20.012778,16-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.01011111,26.69808333,17-07-2012,8459.0,223.0,9073.5,8869.0,382.0,41155.0,67.0,9723.0,7739.0,9401.0,10258.5,8.0,9185.0,10633.5,97.5
-34.065833,20.404167,17-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-25.127778,27.628889,17-07-2012,9742.5,486.0,11808.0,10564.0,912.0,43564.5,42.0,9720.0,8576.5,8648.0,17917.5,64.5,15109.0,14013.0,722.0
-25.20639,27.558,17-07-2012,13113.0,488.0,14762.0,13866.0,918.0,38152.5,54.0,9619.0,6604.5,8639.0,19875.5,50.0,17563.5,18619.0,
-24.69514,27.40906,17-07-2012,4640.0,449.0,5170.5,5000.5,837.0,21327.0,-4959.5,-235.0,8204.0,8758.0,6273.5,-4980.0,5273.5,6407.5,-4739.0
-25.73411,27.21422,17-07-2012,9242.0,311.0,11328.0,10108.0,554.0,44569.0,38.0,9685.0,9116.0,9213.0,15792.0,9.0,13121.0,13672.0,472.5
-27.363611,31.783333,17-07-2012,8735.0,350.0,9295.0,9372.0,641.0,41525.5,,9807.0,7962.0,9116.0,12206.0,10.0,9634.0,15398.5,2262.0
-30.733889,29.828333,17-07-2012,8646.0,227.0,10198.0,9492.0,386.0,41274.0,48.5,9715.5,7813.0,9428.0,14896.0,9.0,12062.0,14020.5,1403.5
-26.648056,27.089444,17-07-2012,9727.0,388.0,11604.0,10491.0,712.0,44661.0,74.0,9755.5,9153.0,8991.0,18105.5,9.0,14788.5,13945.0,317.5
-26.970278,27.211111,17-07-2012,8346.0,229.0,8804.0,8856.5,394.5,40348.5,128.0,9876.0,7516.0,9380.0,7922.0,9.0,7676.0,8303.0,1657.5
-26.45,28.085833,17-07-2012,10252.0,566.0,13536.5,11349.0,1086.0,42849.5,89.5,9671.5,8185.0,8346.0,20740.0,27.0,16377.0,17054.0,74.0
-26.98472222,26.63227778,17-07-2012,9145.5,233.0,11289.5,10199.0,402.0,42729.0,77.0,9703.0,8353.0,9373.0,16056.5,8.0,13502.5,13516.0,221.5
-27.935,26.126667,17-07-2012,9105.0,222.0,10577.5,9783.5,381.0,42067.5,77.5,9623.0,7999.0,9401.0,15834.5,9.0,13403.5,12260.5,379.0
-29.160278,26.573333,17-07-2012,8975.0,225.0,10503.0,9802.0,384.0,41810.5,88.0,9677.0,7943.5,9375.0,14436.0,8.0,12276.5,12625.0,1042.0
-33.870833,20.003333,17-07-2012,9057.0,384.0,11319.0,10485.0,704.0,40767.0,90.0,9699.0,7553.0,8949.0,13040.0,9.5,11003.0,15207.0,1715.5
-29.161667,23.696389,18-07-2012,9457.5,243.0,10195.0,11014.5,426.0,39017.0,90.0,9876.0,7032.0,9334.0,7542.0,9.0,7412.0,7995.0,15.5
-24.39619444,27.08983333,18-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-26.905,32.324722,18-07-2012,8446.5,519.0,8756.5,8782.5,1000.0,42225.0,,9739.5,8223.0,8660.0,11114.0,102.0,9035.0,14111.0,6256.5
-30.398056,30.601944,18-07-2012,8420.5,342.0,9033.5,9016.5,624.0,,-9999.0,-9999.0,7776.0,9132.0,12057.5,66.0,9593.0,15720.5,860.0
-30.27402,30.69602,18-07-2012,9236.0,423.0,10215.0,9830.0,797.0,,-9999.0,-9999.0,8111.0,8900.0,13839.0,13.0,11672.0,14500.0,245.5
-27.169444,29.233889,18-07-2012,10509.0,660.0,12774.0,11437.0,1284.0,44771.5,,9791.5,9022.5,8172.0,19864.0,28.0,15931.5,14938.0,1784.5
-26.861111,28.884722,18-07-2012,15003.5,570.5,17072.0,15834.0,1099.0,38330.5,,9570.5,6604.5,8307.5,22779.0,70.0,20626.0,19031.0,
-28.69485,28.23487,18-07-2012,,-4893.5,,,-4819.5,,-9999.0,-9999.0,-1613.5,-292.0,,-9999.0,,,-9999.0
-29.615556,27.065278,18-07-2012,9120.0,149.0,10614.0,10252.0,236.0,39618.0,71.0,9612.0,7069.0,9589.0,13124.5,9.0,11832.5,12021.0,3002.5
-28.883333,27.89,18-07-2012,8823.5,217.0,10132.0,9556.5,370.0,39376.0,,9605.0,6958.0,9402.0,12718.5,9.0,10920.5,11721.0,207.0
-34.02861,22.22222,18-07-2012,8042.0,775.0,8555.0,8565.0,1575.0,41005.0,93.0,9819.5,7608.5,7665.0,10850.5,9.0,9200.5,13449.5,1450.5
-34.405833,19.600556,18-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-30.160091,27.40124,19-07-2012,9226.0,151.0,10961.0,10112.0,242.0,39143.0,124.0,9714.5,6958.0,9579.0,14121.0,8.0,12567.5,12489.0,1575.0
-30.336111,27.359444,19-07-2012,8954.0,157.0,10286.5,9763.0,252.0,38656.0,20.5,9876.0,6864.5,9562.0,8296.0,9.0,7978.0,9018.0,2033.5
-30.830556,26.921389,20-07-2012,8627.5,191.0,9806.5,9276.0,318.0,38820.5,59.0,9720.0,6864.5,9453.0,9437.0,9.0,9075.0,9794.5,2606.5
-29.658056,25.973333,20-07-2012,8669.0,236.0,9909.5,9543.0,406.0,40948.5,69.0,9687.0,7608.5,9338.0,12674.0,9.0,10634.5,11938.5,947.5
-31.000833,26.353056,20-07-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
