,Latitude,Longitude,Sample Date,drad,green,nir08,cdist,atran,blue,swir16,lwir,urad,emsd,trad,swir22,emis,red,atmos_opacity
323,-34.092222,21.295278,17-06-2015,726.0,9919.0,16754.0,136.0,7967.0,9099.5,16880.0,42009.0,1464.0,99.0,8037.0,13006.5,9787.5,10470.5,23.0
324,-28.058889,30.373611,17-06-2015,226.0,9302.0,13971.0,1385.0,9434.0,8492.0,13498.5,,387.5,86.0,8136.5,11222.5,9672.5,9706.0,
325,-27.5275,30.858056,18-06-2015,250.0,9460.0,14499.5,1207.0,9385.5,8606.5,15295.5,,435.0,63.0,8265.5,12522.5,9700.0,10483.5,
326,-30.13573889,30.67422222,18-06-2015,442.0,9841.5,11862.5,3.0,8848.5,9139.0,10523.5,,836.0,-9999.0,7925.0,9591.5,-9999.0,9869.0,32.5
327,-26.880278,26.965,18-06-2015,236.0,10238.5,14779.5,247.0,9360.0,9085.0,17175.5,,410.0,118.0,7971.5,14393.0,9699.5,11235.0,
328,-28.1175,26.719444,18-06-2015,238.0,9509.0,11953.0,400.5,9348.0,8577.5,14325.0,,414.0,54.0,7430.5,12192.0,9771.0,10011.0,
329,-28.376944,24.303056,18-06-2015,331.0,10447.5,13023.5,630.0,9034.0,9325.0,13735.0,40351.5,603.0,93.5,7367.0,11834.0,9724.5,11097.0,9.0
330,-31.394444,20.947222,18-06-2015,230.0,9763.5,14979.0,10987.0,9386.0,8771.0,14215.5,,394.0,48.0,7382.5,12090.0,9688.0,10524.0,
331,-29.651389,22.746389,18-06-2015,360.0,9790.0,12734.0,1568.0,8922.5,8805.5,14688.0,,661.0,40.0,7495.5,13062.5,9653.0,10653.5,
332,-34.250556,20.9925,18-06-2015,346.0,7961.5,10325.0,906.0,9062.0,7499.5,9343.0,,639.0,22.0,7137.5,8324.5,9767.0,7870.0,
333,-33.13083,18.86278,04-07-2012,347.0,9654.0,12049.0,1242.0,9008.0,8521.5,9003.5,40256.0,617.0,85.0,7441.0,8077.0,9826.0,10140.5,12.0
334,-24.183889,30.823889,19-06-2015,836.5,8885.5,13576.5,1035.5,7667.5,8166.5,11479.5,,1709.5,48.5,8463.0,9891.0,9663.0,9171.5,
335,-27.902778,24.615556,19-06-2015,317.0,10928.5,15544.0,1529.5,9091.0,9633.0,18446.5,41497.0,572.0,78.0,7813.0,15527.0,9716.0,12334.0,8.0
336,-29.803611,30.516111,19-06-2015,350.0,9647.0,14874.0,879.5,9072.0,8990.0,13005.0,41652.5,642.0,112.0,7999.0,10760.0,9798.5,9833.0,10.0
337,-25.99136,27.84208,22-06-2015,424.0,10322.0,13148.0,48.0,8797.0,9831.0,15025.0,41650.5,793.0,39.0,7832.0,12852.5,9676.0,10937.0,30.0
338,-25.49037,30.6986,22-06-2015,595.0,8878.5,12581.5,776.5,8374.0,8194.0,11804.0,,1168.0,,8063.0,10344.5,9627.0,9031.0,
339,-24.99328,30.81444,22-06-2015,479.5,8356.5,11841.0,121.5,8666.5,7864.0,11075.0,,915.5,,7939.0,9519.5,9807.5,8554.5,
340,-26.970278,27.211111,22-06-2015,232.5,8395.0,7846.0,1664.0,9369.0,7749.0,7669.0,,404.0,128.0,7447.0,7571.0,9904.0,8177.5,
341,-26.880278,26.965,22-06-2015,236.0,10262.0,14768.5,628.0,9360.0,9172.0,17196.5,,410.0,118.0,7975.0,14407.0,9757.0,11240.5,
342,-26.73806,27.59194,22-06-2015,222.0,9065.5,9439.0,3715.5,9399.0,8524.0,8408.0,,382.0,33.0,7565.5,8022.0,9904.0,9434.0,
343,-26.45,28.085833,22-06-2015,361.0,10701.0,14307.5,220.0,8985.0,9856.5,17587.5,42159.0,662.0,89.5,8037.0,14514.0,9664.0,12006.0,42.0
344,-27.273889,28.49,22-06-2015,405.0,9513.0,10021.0,20.5,8879.0,8744.5,9289.0,39946.5,748.5,20.0,7292.5,8288.0,9767.5,9573.0,9.0
345,-27.01011111,26.69808333,23-06-2015,237.0,8778.0,10941.5,103.5,9354.0,8070.0,10081.0,,413.0,67.0,7474.5,9204.0,9684.0,8803.0,
346,-25.436111,31.982222,23-06-2015,859.0,9959.0,12996.0,1534.5,7635.0,9101.0,13231.5,,1760.0,-9999.0,8334.0,11176.0,-9999.0,10052.5,9.0
347,-29.140556,31.391944,23-06-2015,590.0,9821.5,13512.0,,8465.0,8532.0,11554.0,,1163.0,75.5,8139.5,9958.5,9737.0,9926.0,
348,-34.065833,20.404167,23-06-2015,344.0,9095.0,12937.0,185.0,9069.0,8143.0,9352.0,,634.0,82.0,7381.0,8277.0,9832.0,9449.0,
349,-22.43772222,31.07805556,23-06-2015,-4550.0,,,-9999.0,-1277.0,,,,-4075.0,-9999.0,-888.0,,-9999.0,,-9999.0
350,-25.681111,31.783333,23-06-2015,743.0,9912.0,12612.5,52.0,7993.0,9076.0,11760.5,42272.5,1494.0,,8148.0,10155.5,9741.5,10085.0,9.0
351,-25.67386,31.57527,23-06-2015,692.0,9239.0,14580.0,632.5,8138.0,8796.0,13702.0,42930.5,1378.5,63.0,8446.0,10796.0,9815.5,9477.0,9.0
352,-25.398889,31.610556,23-06-2015,738.0,10159.0,13991.5,1188.0,8005.0,9221.0,15276.0,43183.5,1480.0,35.0,8446.0,13291.0,9761.0,11001.5,9.0
353,-28.801278,31.955389,23-06-2015,657.0,9910.0,15183.0,261.5,8270.0,8953.5,13449.5,,1317.0,18.0,8487.0,11882.0,9774.5,9983.5,
354,-27.00222,28.76528,23-06-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
355,-26.98472222,26.63227778,23-06-2015,237.0,10197.5,14368.5,235.5,9356.0,9199.0,15928.5,,413.0,77.0,8003.5,13684.5,9732.0,11113.5,
356,-28.1175,26.719444,23-06-2015,238.0,9463.0,11939.0,701.5,9348.0,8500.0,14290.0,,414.0,54.0,7431.5,12151.5,9730.0,10026.5,
357,-25.45963889,28.26430556,23-06-2015,507.0,10130.5,12805.0,596.5,8550.0,9353.0,12952.5,42343.0,970.0,114.5,8055.5,11592.0,9636.0,10612.0,14.0
358,-29.161667,23.696389,24-06-2015,329.0,10283.5,8063.5,238.0,9039.0,9276.0,7644.0,39527.0,600.0,90.0,7181.0,7666.0,9876.0,9494.0,15.0
359,-31.860278,18.6875,24-06-2015,421.0,9902.5,12931.0,2485.5,8878.0,8457.5,12706.0,,793.0,77.0,7842.0,10887.0,9644.0,10324.0,
360,-25.362222,31.956667,24-06-2015,867.0,4670.5,6761.0,-4219.5,7608.0,4341.0,7815.5,,1779.0,-9999.0,8632.0,6524.0,-9999.0,5253.5,-4995.5
361,-24.768889,31.39,24-06-2015,411.0,11778.0,18689.0,1468.0,8999.5,9851.5,18427.5,,771.0,96.0,8765.5,15999.5,9590.0,12986.0,
362,-24.9675,31.516667,24-06-2015,427.0,9296.0,13647.5,592.0,8960.0,8489.0,14553.0,,807.5,63.0,8726.5,11798.0,9654.0,9669.5,
363,-28.747778,31.745833,24-06-2015,561.0,9931.5,15356.0,32.5,8540.0,8880.5,14881.0,,1102.0,53.0,8409.0,12339.0,9717.0,9962.0,
364,-27.273889,28.49,24-06-2015,405.0,9513.0,10021.0,20.5,8879.0,8744.5,9289.0,39946.5,748.5,20.0,7292.5,8288.0,9767.5,9573.0,9.0
365,-29.033333,23.983333,24-06-2015,326.0,9652.0,13761.0,525.5,9041.0,8768.5,13778.5,40103.0,594.0,73.0,7255.0,11827.0,9678.0,10324.0,26.0
366,-26.03611,30.99778,25-06-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
367,-33.7075,18.97444444,17-02-2011,1057.0,9913.0,14270.0,113.5,7341.0,8918.0,13652.0,47751.0,2247.0,95.0,10042.0,11469.5,9641.0,10330.5,9.0
368,-26.648056,27.089444,25-06-2015,228.0,9848.5,14200.5,406.0,9383.0,8841.0,16463.5,,394.0,74.0,7998.5,13337.0,9778.0,10718.5,
369,-28.460833,21.248889,25-06-2015,489.0,9695.5,14365.5,13.0,8573.0,8377.0,10907.0,,935.0,66.0,7694.5,9027.5,9833.0,9090.0,
370,-32.94583,18.33667,25-06-2015,509.0,9998.0,12537.0,28.0,8601.0,9355.0,13191.5,40700.0,968.0,65.0,7479.0,11428.5,9613.0,10190.5,11.0
371,-33.897778,20.012778,25-06-2015,650.0,8368.0,12361.0,628.0,8202.0,7456.0,10227.0,,1301.0,42.0,7733.0,8463.0,9664.0,8356.0,
372,-33.7075,18.97444444,25-01-2012,-4584.5,,,-9999.0,-1127.0,,,,-4166.0,-9999.0,-255.5,,-9999.0,,-9999.0
373,-33.7075,18.97444444,22-02-2012,822.0,9903.5,14962.5,73.5,7755.0,8932.0,13641.5,45896.5,1656.0,95.0,9302.0,11533.5,9632.0,10202.5,9.0
374,-33.7075,18.97444444,21-03-2012,806.5,9506.0,14098.0,78.5,8013.0,8758.5,11606.5,46311.0,1636.0,95.0,9692.5,10197.0,9632.0,9552.0,9.0
375,-29.744167,29.905833,26-06-2015,343.0,10314.0,14581.0,287.5,9084.5,9483.0,16040.5,40633.0,625.0,69.0,7553.0,13063.5,9730.0,11117.0,12.0
376,-25.81048333,27.90955222,29-06-2015,407.0,9401.0,12787.5,147.5,8925.0,8657.5,14090.5,,755.0,106.0,8055.0,11979.0,9602.0,10002.5,
377,-26.510278,28.351389,29-06-2015,369.0,10089.0,12944.5,72.0,8998.0,9286.0,15121.0,42308.5,673.0,,8055.5,13289.5,9573.0,11182.0,8.0
378,-26.45,28.085833,29-06-2015,363.5,10435.5,14057.5,223.0,9016.0,9591.0,17720.0,43024.5,664.0,89.5,8409.0,14804.0,9669.0,11815.0,12.0
379,-27.671111,27.236944,29-06-2015,417.0,9836.5,11880.5,57.0,8852.0,9167.0,13732.5,,780.0,96.5,7835.0,12354.0,9737.0,10554.5,
380,-25.127778,27.628889,30-06-2015,448.0,10018.0,13530.0,159.0,8819.0,9222.5,16711.0,,843.0,42.0,8560.5,15345.0,9741.0,11054.0,
381,-25.20639,27.558,30-06-2015,448.0,9844.0,13788.5,270.5,8820.5,8578.0,13408.0,,842.0,54.0,8121.0,11409.0,9644.0,10397.5,
382,-24.69514,27.40906,30-06-2015,477.0,9727.0,12886.5,372.5,8740.0,8318.5,12661.5,,903.0,117.5,8223.5,10778.0,9597.0,10071.5,
383,-28.735556,29.820556,30-06-2015,299.0,9561.0,12306.5,1728.5,9214.0,8730.0,12573.5,,542.0,76.0,7639.5,10526.5,9688.5,9977.0,
384,-26.861111,28.884722,30-06-2015,376.0,10435.5,14255.5,1542.0,8979.0,9521.5,17690.0,42577.5,686.0,,8129.5,15209.5,9570.5,11883.0,8.0
385,-27.00222,28.76528,30-06-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
386,-27.02314,28.59389,30-06-2015,401.0,9661.0,11210.0,94.5,8897.0,8948.0,12068.5,40812.5,739.0,,7534.5,10642.0,9732.0,10024.0,8.0
387,-27.398611,26.614722,30-06-2015,427.0,9053.5,13644.5,199.5,8840.0,8132.5,12718.5,,798.0,62.0,7967.0,10715.5,9780.5,9338.0,
388,-31.436944,20.474722,30-06-2015,278.0,11289.0,13458.0,,9251.5,10478.5,14126.5,38581.0,495.0,41.5,6772.0,13328.5,9625.0,11874.0,8.0
389,-29.651389,22.746389,30-06-2015,584.0,9712.5,12396.0,57.5,8425.5,8746.0,14427.0,,1133.0,40.0,7680.0,12835.5,9653.0,10441.5,
390,-28.338333,31.373611,30-06-2015,520.5,10282.5,12288.5,158.0,8644.0,9339.0,12392.5,,1001.0,-9999.0,7980.5,11139.5,-9999.0,11077.0,9.0
391,-28.068333,31.55,30-06-2015,634.5,9943.0,13377.5,4709.0,8336.0,9172.0,14593.0,42544.5,1252.0,,8334.0,12206.0,9784.5,10528.5,13.0
392,-28.308889,31.9025,30-06-2015,601.0,9904.5,15426.5,187.0,8422.0,8800.5,15272.0,,1194.0,47.0,8627.0,13049.0,9738.5,10422.5,
393,-27.4,26.624722,30-06-2015,427.0,9510.5,13142.5,206.0,8839.0,8729.5,13456.0,,798.0,58.5,8002.5,11277.0,9745.0,9997.5,
394,-29.161667,23.696389,01-07-2015,552.0,10253.5,7743.5,239.0,8522.0,8846.0,7605.0,,1061.0,90.0,7648.0,7531.5,9904.0,9259.0,
395,-27.602222,29.942778,01-07-2015,280.0,9849.5,14974.5,1557.0,9259.0,8974.0,15812.5,,500.0,36.0,8135.0,12562.0,9624.0,11078.5,
396,-27.169444,29.233889,01-07-2015,266.0,10475.5,15679.5,1039.5,9275.0,9312.0,17999.0,,472.0,,7413.0,13804.5,9797.0,12019.5,
397,-27.273889,28.49,01-07-2015,405.0,9513.0,10021.0,20.5,8879.0,8744.5,9289.0,39946.5,748.5,20.0,7292.5,8288.0,9767.5,9573.0,9.0
398,-27.4275,28.525833,01-07-2015,406.0,11480.0,16026.0,1412.0,8876.5,10146.0,19122.0,,749.0,-9999.0,8111.0,15667.0,-9999.0,13324.0,8.0
399,-27.3,28.586944,01-07-2015,403.0,11102.0,14996.5,691.5,8886.5,9713.0,18034.0,,743.0,-9999.0,8092.5,15092.5,-9999.0,12743.0,8.0
400,-27.802778,28.768333,01-07-2015,403.5,9462.5,11165.0,1004.0,8867.5,8962.0,13193.5,,744.5,-9999.0,7534.5,11021.5,-9999.0,10164.0,8.0
401,-33.7075,18.97444444,28-01-2015,1046.0,9633.5,14255.5,3975.5,7485.0,8637.0,13714.5,,2188.0,95.0,10986.0,11522.5,9632.0,9998.5,
402,-33.7075,18.97444444,19-02-2015,785.0,9855.0,14549.5,74.5,7849.0,9045.5,12703.0,46042.5,1566.0,95.0,9376.0,10650.5,9632.0,10271.5,9.0
403,-33.7075,18.97444444,25-03-2015,893.0,9746.0,14384.5,860.5,7744.0,8945.0,13385.5,,1825.0,95.0,9969.5,11311.5,9632.0,9959.5,
404,-27.935,26.126667,01-07-2015,454.5,9843.5,12462.5,809.5,8743.5,8719.0,15242.5,,856.0,77.5,7805.5,13375.0,9632.0,10495.0,
405,-28.141944,26.417778,01-07-2015,465.0,9362.5,11981.5,191.0,8699.0,8620.5,14261.0,,878.0,48.5,7772.5,12654.5,9699.5,9923.5,
406,-27.671111,27.236944,01-07-2015,417.0,9836.5,11880.5,57.0,8852.0,9167.0,13732.5,,780.0,96.5,7835.0,12354.0,9737.0,10554.5,
407,-28.75,30.442778,02-07-2015,595.0,10522.0,11029.5,3.0,8431.0,9952.0,11068.5,41022.5,1164.0,65.0,7702.0,10102.5,9684.0,10428.0,9.0
408,-29.161667,30.629722,02-07-2015,440.0,9810.0,13111.0,539.5,8835.5,9085.0,14566.0,42616.0,828.0,71.0,8334.5,12354.0,9749.5,10465.0,26.5
409,-27.4275,28.525833,02-07-2015,406.0,11480.0,16026.0,1412.0,8876.5,10146.0,19122.0,,749.0,-9999.0,8111.0,15667.0,-9999.0,13324.0,8.0
410,-27.802778,28.768333,02-07-2015,403.5,9462.5,11165.0,1004.0,8867.5,8962.0,13193.5,,744.5,-9999.0,7534.5,11021.5,-9999.0,10164.0,8.0
411,-28.376944,24.303056,02-07-2015,331.0,10447.5,13023.5,630.0,9034.0,9325.0,13735.0,40351.5,603.0,93.5,7367.0,11834.0,9724.5,11097.0,9.0
412,-29.744167,29.905833,03-07-2015,805.0,10228.5,14042.0,385.5,7593.5,8888.5,14797.0,,1647.5,69.0,7676.0,12116.0,9748.0,10860.5,
413,-27.573056,24.746389,03-07-2015,458.0,11388.0,15017.5,9.0,8741.0,10653.0,16087.5,39318.0,861.0,68.0,7050.5,14080.0,9673.0,12292.0,160.0
414,-27.902778,24.615556,03-07-2015,462.0,11552.0,15360.0,355.0,8732.0,10620.0,17927.5,40099.0,869.0,78.0,7330.0,15240.5,9716.0,12834.5,20.0
415,-25.99136,27.84208,06-07-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
416,-26.45,28.085833,06-07-2015,363.5,10435.5,14057.5,223.0,9016.0,9591.0,17720.0,43024.5,664.0,89.5,8409.0,14804.0,9669.0,11815.0,12.0
417,-22.225556,29.990556,07-07-2015,529.0,9770.0,9171.0,64.5,8646.0,9266.0,8406.0,42206.5,1017.0,,8278.5,8168.0,9876.0,9870.5,9.0
418,-23.658056,31.05,07-07-2015,799.0,,,-9999.0,7772.5,,,,1615.5,-9999.0,8446.0,,-9999.0,,-9999.0
419,-27.363611,31.783333,07-07-2015,720.0,8934.0,15939.5,1149.0,8149.0,7964.5,12031.5,,1449.0,,8382.0,9487.5,9803.5,8563.0,
420,-26.861111,28.884722,07-07-2015,376.0,10420.5,14232.0,1556.5,8979.0,9480.0,17884.5,42550.0,686.0,,8129.5,14877.0,9570.5,11877.0,8.0
421,-27.00222,28.76528,07-07-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
422,-27.3,28.586944,07-07-2015,403.0,11102.0,14996.5,691.5,8886.5,9713.0,18034.0,,743.0,-9999.0,8092.5,15092.5,-9999.0,12743.0,8.0
423,-31.396,29.2651,07-07-2015,866.0,9768.0,9449.0,3.0,7608.0,9471.0,8620.5,40918.0,1763.0,102.5,7739.0,8344.5,9876.0,9717.5,124.0
424,-31.554722,29.245556,07-07-2015,836.5,11666.5,14003.5,,7652.5,11386.0,13211.0,36832.5,1691.5,93.0,6418.0,11718.0,9690.5,11814.0,189.0
425,-34.031944,22.053333,07-07-2015,677.0,7639.0,8775.0,1568.0,7998.0,7339.0,7981.0,,1352.0,81.0,7428.0,7665.0,9904.0,7444.0,
426,-25.45963889,28.26430556,07-07-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
427,-25.81048333,27.90955222,08-07-2015,398.0,9912.0,12674.0,136.5,8947.0,9371.0,15060.5,41912.0,736.0,106.0,7980.5,12714.0,9608.0,10573.0,17.0
428,-29.641944,30.6875,08-07-2015,697.0,9487.5,11699.0,562.5,8142.5,8969.0,11475.0,,1393.5,-9999.0,8037.0,10036.0,-9999.0,9606.0,12.0
429,-23.23572222,27.717,08-07-2015,513.0,9669.5,12235.0,261.0,8650.0,8333.5,12249.5,,979.0,131.0,8318.5,10850.0,9683.0,10166.0,
430,-24.670833,28.560833,08-07-2015,363.0,10262.0,14302.5,772.0,9055.0,9406.0,16702.0,42837.5,662.0,26.5,8297.0,13984.5,9634.0,11185.5,28.0
431,-22.91028,29.61111,08-07-2015,436.0,10680.0,14545.0,6.0,8885.0,9878.0,13976.0,,816.0,-9999.0,7906.5,11797.5,-9999.0,10883.0,13.0
432,-26.970278,27.211111,08-07-2015,399.5,8612.0,7968.5,3031.5,8922.5,7904.5,7704.0,,740.5,128.0,7689.0,7573.5,9904.0,8385.5,
433,-27.38972222,26.46388889,08-07-2015,430.0,9105.0,8809.5,1550.0,8832.0,7856.0,9137.0,,805.0,98.0,7973.0,8771.0,9660.0,8730.5,
434,-30.534167,24.961944,08-07-2015,263.0,9708.5,12652.0,2102.0,9269.0,8763.5,13618.5,,463.0,70.0,7166.0,12176.5,9753.0,10159.0,
435,-30.570833,29.150556,08-07-2015,570.0,10676.5,14585.0,227.5,8334.0,8960.5,15717.0,,1110.0,51.5,7249.5,13047.5,9695.0,11960.0,
436,-31.104278,29.399722,08-07-2015,736.5,9977.0,12321.0,59.5,7977.0,9629.5,12275.0,41044.5,1468.5,26.0,7702.0,10402.0,9755.0,10229.0,46.0
437,-30.77586667,29.03221667,08-07-2015,727.0,10712.5,15045.0,1007.5,7871.5,8941.0,15342.0,,1465.5,44.0,7182.0,12714.5,9660.0,11597.5,
438,-34.039722,22.133333,08-07-2015,677.0,9093.5,18090.0,827.5,8000.0,7660.5,13198.0,,1351.0,80.0,7722.0,9984.5,9836.5,9058.0,
439,-34.02861,22.22222,08-07-2015,679.0,8638.0,16858.0,148.5,7991.0,7759.0,11712.0,,1357.0,105.5,7578.5,9314.0,9833.0,8307.5,
440,-32.94583,18.33667,03-12-2015,631.0,11435.0,15553.5,2376.0,8493.0,10044.0,19128.5,50268.0,1235.0,66.0,11422.0,15071.5,9618.5,12343.0,21.0
441,-33.464444,18.740556,20-07-2011,244.0,9694.0,18964.0,121.5,9371.0,8536.0,13584.5,41108.0,415.0,50.0,7739.0,10618.0,9742.0,9604.0,18.0
442,-33.464444,18.740556,17-08-2011,244.0,9694.0,18964.0,121.5,9371.0,8536.0,13584.5,41108.0,415.0,50.0,7739.0,10618.0,9742.0,9604.0,18.0
443,-33.464444,18.740556,14-09-2011,319.0,9616.0,17554.5,121.5,9185.0,8561.0,14051.0,42618.0,560.0,50.0,8334.0,11122.5,9742.0,9861.5,9.0
444,-33.464444,18.740556,12-10-2011,605.5,10637.5,16611.0,292.0,8440.5,9391.0,18060.5,46648.0,1178.0,50.0,9878.5,14216.5,9742.0,12052.0,9.0
445,-33.464444,18.740556,09-11-2011,605.5,10637.5,16611.0,292.0,8440.5,9391.0,18060.5,46648.0,1178.0,50.0,9878.5,14216.5,9742.0,12052.0,9.0
446,-33.464444,18.740556,26-06-2012,362.0,9550.5,18025.0,122.0,8958.0,8456.0,13095.5,40945.0,646.0,50.0,7590.0,10180.0,9742.0,9606.0,10.0
447,-33.464444,18.740556,24-07-2012,362.0,9550.5,18025.0,122.0,8958.0,8456.0,13095.5,40945.0,646.0,50.0,7590.0,10180.0,9742.0,9606.0,10.0
448,-27.01011111,26.69808333,09-07-2015,417.0,8717.0,10835.0,592.0,8870.0,7877.0,10315.5,,777.0,67.0,7824.5,9252.5,9684.0,8774.5,
449,-33.464444,18.740556,18-09-2012,362.0,9550.5,18025.0,122.0,8958.0,8456.0,13095.5,40945.0,646.0,50.0,7590.0,10180.0,9742.0,9606.0,10.0
450,-33.464444,18.740556,16-10-2012,506.0,11058.5,17512.5,296.0,8631.0,9632.0,18529.5,46097.5,944.0,50.0,9617.5,14686.5,9742.0,12477.0,8.0
451,-33.464444,18.740556,15-11-2012,506.0,11058.5,17512.5,296.0,8631.0,9632.0,18529.5,46097.5,944.0,50.0,9617.5,14686.5,9742.0,12477.0,8.0
452,-24.282222,28.090278,09-07-2015,359.0,11761.0,15181.0,,9071.0,11369.0,16631.0,39165.5,653.0,103.0,7032.0,13592.0,9714.0,12393.5,58.0
453,-33.464444,18.740556,24-07-2013,527.0,9668.5,18354.0,70.5,8535.0,8821.0,13511.0,41288.5,1012.0,50.0,7739.0,10500.0,9742.0,9432.5,38.0
454,-33.464444,18.740556,21-08-2013,527.0,9659.0,18654.0,59.5,8537.0,8492.0,13443.0,41753.0,1011.0,50.0,7925.0,10344.0,9742.0,9527.0,9.0
455,-33.464444,18.740556,11-09-2013,527.0,9659.0,18654.0,59.5,8537.0,8492.0,13443.0,41753.0,1011.0,50.0,7925.0,10344.0,9742.0,9527.0,9.0
456,-33.464444,18.740556,09-10-2013,481.0,9809.0,18837.0,292.0,8701.0,8602.0,14402.0,43891.0,888.0,50.0,8744.0,11344.0,9742.0,9983.0,9.0
457,-33.464444,18.740556,06-11-2013,942.0,10094.0,17581.0,1398.0,7193.0,8928.5,15209.0,45358.0,1931.0,50.0,8911.0,11957.5,9742.0,10852.5,9.0
458,-33.464444,18.740556,27-11-2013,808.0,10377.0,16072.0,1983.5,8088.5,9239.0,17222.5,48746.5,1618.5,50.0,10808.5,13837.0,9742.0,11328.5,9.0
459,-33.464444,18.740556,16-07-2014,512.0,9133.0,19224.5,88.0,8572.0,8139.0,12301.5,,988.0,50.0,7440.5,9820.0,9745.0,8936.0,
460,-33.464444,18.740556,27-08-2014,400.0,9260.5,19400.5,601.0,8971.0,8155.0,12803.0,,745.0,50.0,8357.0,9901.5,9745.0,8963.0,
461,-33.464444,18.740556,01-10-2014,704.0,9606.5,18974.0,1983.5,8162.0,8422.5,13952.5,,1389.0,50.0,9264.5,10925.5,9745.0,9694.5,
462,-33.464444,18.740556,29-10-2014,788.5,10171.0,17453.0,1790.5,8039.5,8972.0,15849.0,47269.0,1580.5,50.0,10120.0,12405.0,9742.0,11054.5,9.0
463,-23.23572222,27.717,09-07-2015,513.0,9669.5,12235.0,261.0,8650.0,8333.5,12249.5,,979.0,131.0,8318.5,10850.0,9683.0,10166.0,
464,-33.464444,18.740556,23-07-2015,263.0,9650.5,18904.0,306.0,9354.0,8487.0,13240.5,,457.0,50.0,7551.0,10874.0,9745.0,9461.0,
465,-33.464444,18.740556,20-08-2015,398.0,9299.0,17757.0,124.5,8869.0,8345.0,13573.0,40268.0,730.0,50.0,7367.0,10597.0,9742.0,9210.0,9.0
466,-33.464444,18.740556,17-09-2015,328.0,9532.5,17669.0,2001.0,9172.0,8465.0,14158.5,,580.0,50.0,9108.5,11397.5,9745.0,9529.5,
467,-26.648056,27.089444,09-07-2015,395.0,10301.0,14225.0,92.5,8934.0,8958.5,15712.0,,731.0,74.0,7669.0,12988.0,9765.5,11226.0,
468,-26.880278,26.965,09-07-2015,407.0,10556.5,15108.5,1829.0,8901.0,9331.0,17732.5,,757.0,118.0,8405.0,14826.5,9750.5,11714.5,
469,-26.98472222,26.63227778,09-07-2015,417.0,10606.0,15193.5,268.5,8873.0,9379.5,16779.5,,777.0,77.0,8543.5,14064.5,9732.0,11738.5,
470,-31.031389,28.883333,09-07-2015,759.0,10930.5,13014.5,26.5,7772.0,9123.0,12305.5,,1539.0,40.0,6893.5,10984.5,9643.0,11199.0,
471,-33.72266667,18.61691667,11-06-2014,303.0,9052.0,15697.0,467.5,9216.0,8139.0,11308.0,,544.0,111.0,7416.5,9246.5,9671.0,8854.5,
472,-30.86013889,29.07125,09-07-2015,762.0,11319.5,13917.5,130.5,7764.0,9232.5,13356.0,,1547.0,31.5,6952.5,11678.5,9783.5,11821.5,
473,-33.970833,22.548333,20-01-2011,1388.5,8340.0,13983.5,328.5,6055.5,7950.0,10430.5,43844.5,3134.5,47.0,8547.0,8554.0,9748.0,8121.5,127.0
474,-33.970833,22.548333,28-02-2011,1141.5,8170.5,13932.0,331.0,6951.5,7743.0,10364.0,43284.5,2422.5,47.0,8520.0,8560.0,9738.0,7880.5,84.0
475,-33.970833,22.548333,04-04-2011,784.0,8084.5,13304.0,327.5,7785.0,7760.5,10112.5,42439.0,1577.0,47.0,8185.0,8553.0,9859.0,7927.0,9.0
476,-33.970833,22.548333,03-05-2011,768.0,8260.0,13522.0,148.5,7920.0,7987.5,10129.0,41586.5,1575.5,47.0,7938.0,8526.0,9837.5,8159.0,25.0
477,-33.970833,22.548333,05-07-2011,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
478,-33.970833,22.548333,31-08-2011,397.0,4045.0,6492.0,-4819.0,8998.0,3879.5,4883.5,21089.0,739.0,-4976.0,8315.5,4112.0,-78.5,3951.5,-4995.0
479,-33.970833,22.548333,14-09-2011,397.0,4045.0,6492.0,-4819.0,8998.0,3879.5,4883.5,21089.0,739.0,-4976.0,8315.5,4112.0,-78.5,3951.5,-4995.0
480,-33.970833,22.548333,11-10-2011,397.0,4045.0,6492.0,-4819.0,8998.0,3879.5,4883.5,21089.0,739.0,-4976.0,8315.5,4112.0,-78.5,3951.5,-4995.0
481,-33.970833,22.548333,25-11-2011,747.0,8669.0,16444.0,326.0,7990.0,8015.5,10856.0,43165.0,1487.0,47.0,8446.0,8956.0,9738.0,8161.0,134.0
482,-33.970833,22.548333,20-01-2012,848.0,8507.0,15905.0,319.0,7757.5,7938.0,10600.0,43685.0,1721.0,47.0,8669.0,8824.0,9738.0,8157.5,133.0
